@relation relation name
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute f8 real
@attribute f9 real
@attribute f10 real
@attribute f11 real
@attribute f12 real
@attribute f13 real
@attribute f14 real
@attribute f15 real
@attribute f16 real
@attribute f17 real
@attribute f18 real
@attribute class real
@data
0.19920360353106167,0.832069582913442,0.4265660237992286,0.7511306530407789,0.5413072221759916,0.4744440380320284,0.09361120817227951,0.5804347464963168,0.5344042559765403,0.08550940659124574,0.0593445247367903,0.3184391512203304,0.09838061788035539,0.7900009492932042,0.8142041341590929,0.5715235434618069,0.3394022261543713,0.15657688313410084,0.16763162837516254,3.0
0.012410863123910203,0.1242454187008972,0.223074117310433,0.564795082040795,0.32374506486181615,0.07389395088040508,0.6579112978297121,0.8290010649941767,0.2636025807756371,0.11568859698347225,0.1797644716584115,0.37096368363666854,0.38683249834154765,0.5825504515129253,0.4634619337426384,0.17048637519635662,0.28853495187912703,0.2609143336942352,0.460758122546186,0.0
0.23262963250539928,0.8234010703558394,0.4177078181663606,0.7489312882532375,0.5256719647166515,0.4637058954548333,0.10916808195393611,0.573282489243928,0.5346757785910972,0.07096381038597493,0.06770186220050553,0.328189214123962,0.07288888165365003,0.7765825615693612,0.8025326863097313,0.5719931420194948,0.3399416978252426,0.15389000596592795,0.16052890235073788,3.0
0.013473939296337514,0.12782631666487296,0.21134545082233216,0.562227660288808,0.3119654563442531,0.05781227969438693,0.6704615326274502,0.8337077117022003,0.2629846327563009,0.11993670504495295,0.1750657908177005,0.3803896975288403,0.3928965329187542,0.592590723780479,0.46040555153400003,0.15394913971385793,0.27788283852337775,0.2581479108204256,0.4729759054380076,0.0
0.24544597914683583,0.8429003316733359,0.383106880787201,0.7265695834133782,0.4932549258920233,0.4292130606873637,0.07541788218850813,0.5785705452511781,0.523468448604046,0.08598708686453452,0.09631181411795733,0.3565911568930943,0.0913740125594703,0.753406123881908,0.8384317720761056,0.5603268405961508,0.2785302045284233,0.1666261572795369,0.12072081271962376,3.0
0.0216449593989258,0.11438327348863603,0.21930778013732508,0.5679549857355484,0.31324142649764686,0.06328863023803734,0.6703351273848831,0.8290472085893533,0.2738549001873506,0.1183877224111816,0.16748847151726534,0.3823816458639908,0.3934500286922442,0.5821057375794392,0.4510666058964941,0.16003550533408717,0.29032011268091923,0.24748878626510817,0.47351385259518475,0.0
0.20403489650584403,0.8401608468921523,0.41502933080781534,0.7562565195456202,0.5413164683365234,0.4735551527758761,0.1204813511636957,0.582418921088915,0.5297602829827414,0.08386674297183912,0.05767305724404726,0.29122856511097717,0.08681906792939674,0.7836466713589688,0.7743549871757063,0.5811641256166934,0.3470823410324115,0.16964889409373135,0.17520847731777725,3.0
0.010040270360688608,0.12564451271414454,0.2205693202584146,0.5621737982940112,0.31628341331262194,0.06467815201776952,0.6597080580633452,0.8337353978593063,0.27357401472401593,0.13077958348135238,0.16647630509110425,0.369915289776063,0.38548131748273384,0.5822596770179536,0.45885948684951344,0.17503503573552948,0.2954892321454494,0.2604193826369402,0.46990322421819875,0.0
0.24424774180189976,0.8229607960160064,0.39484468887038227,0.7604128701441167,0.5827762521612901,0.4497289410822331,0.11249073404427253,0.5548896522064944,0.4945091573342471,0.07620067023643783,0.07294841294161564,0.35377002432273746,0.0820980745672762,0.7406975680134372,0.8214250605467528,0.600159847665911,0.3458464604773246,0.17484588019532893,0.16268069097944676,3.0
0.013088586166206062,0.11484311557690613,0.22052361228301284,0.555620588927051,0.32740654443242445,0.07207531208046147,0.660547750031827,0.8281797090000315,0.27378936024590583,0.1316607412670307,0.16719132174077767,0.374099334365207,0.39381631265999495,0.5913763126544205,0.46200523695898915,0.15977768651810165,0.29042800701509347,0.2466756523852664,0.46132342294864337,0.0
0.23331981721608244,0.8060640452406344,0.4144808351029938,0.735349088565278,0.5357317873752925,0.4667097145963133,0.1061162982405293,0.5624110582202969,0.5406492761113467,0.06209936306205113,0.08061859154720319,0.3392450039267115,0.07204968438531446,0.7767792619630186,0.7741405042136966,0.5777204028603156,0.34684693521239496,0.16665267251474913,0.14837494369790347,3.0
0.24743984608880956,0.8282538719682219,0.4297930068625955,0.7529799148621401,0.5619631448041201,0.5192765495722111,0.08100679969915552,0.602232980857791,0.5079822967255307,0.06524184998613336,0.07952285174640494,0.33973107744390135,0.058116242252076636,0.7761891607820466,0.8082522319633234,0.539222528944766,0.3355376472757662,0.1652208498132886,0.16051978460231117,3.0
0.012782795995778369,0.11061648191450849,0.21915237302095894,0.5553602559521992,0.32369883405915695,0.06123499878416844,0.6594552475782108,0.817732799052026,0.2717669849098966,0.12870190617617405,0.16319837161922485,0.37416605033815464,0.38360105978161346,0.5804551647109231,0.45846626808582897,0.15910551603356804,0.27856943883175944,0.25915548975849045,0.47249266477139074,0.0
0.26426309841171236,0.8599927599330782,0.41182977252968955,0.7850098477680487,0.5533919539911053,0.42412495887628554,0.07662776093879368,0.5798071936019136,0.5491226542552743,0.0831163675522457,0.03664228181313365,0.2822886247359953,0.08951003414580545,0.7987412885244135,0.8143739331706839,0.5791752376076624,0.37051502869989295,0.16609585257529225,0.13970396494408086,3.0
0.0124127803036621,0.12221037286344644,0.22298270135962941,0.562227660288808,0.3150444278013555,0.07534477509159605,0.6531349854498535,0.8181850062847577,0.270390646139557,0.11717265220145678,0.17458292243090806,0.3711828932620679,0.38387780766835844,0.5898882314154474,0.4513615199692575,0.1667664179942801,0.2743419426472954,0.26143579998674243,0.457348084634588,0.0
0.2351507238791448,0.8466475554990265,0.39862016763857056,0.732126345876595,0.5297125368690653,0.4804823275307175,0.10102397275425286,0.5704954160952551,0.5263615688763925,0.08195323927515033,0.08172361727851665,0.31321624362385914,0.059508121329529415,0.771143368075184,0.7895385935279766,0.5610174267103977,0.36527724920452453,0.15217535408887023,0.15360853129484794,3.0
0.02278759853105687,0.11384516040661782,0.22022193964536094,0.5531070291698609,0.33140088578217897,0.06353383996387243,0.6575862557773966,0.8197631172398009,0.2592207675476171,0.12708799612661587,0.1674977574477806,0.3687429948228404,0.38347082548196876,0.5898283660782474,0.4499316335558594,0.16007233659351366,0.2787754189242739,0.25053803831451493,0.45966399273497804,0.0
0.1866364902573718,0.8225107378019548,0.381424827292415,0.7771100885311654,0.48905716901056834,0.5024183809210486,0.11411594430585013,0.5453748428810584,0.5527741652786243,0.03505616685232816,0.10428842843054772,0.36260512531165884,0.09546988128329624,0.745452586225328,0.8326139217315924,0.5521318853737545,0.36090262438255016,0.1275692158119186,0.16224303905496362,3.0
0.01302148487488964,0.10825856822784685,0.22245248884496863,0.5640679451110364,0.3271846365796603,0.05876246738199792,0.6587690476899892,0.820362983977098,0.2633404210098581,0.1286184280701624,0.16650416288265,0.37007731428179297,0.384170834842559,0.5921118010828784,0.4620409841193241,0.17161893642372156,0.280933305607759,0.24504938462558284,0.4610772437411216,0.0
0.23556291752580286,0.8200158498762339,0.416574260376396,0.7555293826158617,0.5222416391593392,0.4604159982998792,0.1087256636049511,0.5740761590809672,0.5401624079748999,0.07407754374020871,0.06899260654212377,0.3236144045504105,0.06959883765887569,0.7764200699398183,0.8033459342073515,0.5718550247966454,0.33737185095672856,0.15919305300837439,0.15950771452694387,3.0
0.010776467385417356,0.11409954113629914,0.2037762100957948,0.5625239012601911,0.31503518164082367,0.06263473763581041,0.6669944174027513,0.8210551379047485,0.2631438011855239,0.11685729046763507,0.1628733640511915,0.3727554840529762,0.386108070049774,0.5803525384185801,0.4599497752397294,0.16850669500218224,0.28772084008490306,0.25729058488189677,0.47091529429356593,0.0
0.2440272661304315,0.8408457180874482,0.4198652346053253,0.7587162173080133,0.5321627694100026,0.4700813483265457,0.10271238563711403,0.569867863200852,0.5488979458846065,0.046027972585789986,0.07907712708167347,0.3354136009088621,0.07310376824806379,0.7603505029971154,0.7706283457107876,0.5735676783599777,0.3558708249796963,0.12750734692975674,0.1509917374963757,3.0
0.020981615204769176,0.11127200148714886,0.2128446724155111,0.552756926203681,0.3128253492737141,0.06221583768750881,0.6588051634735799,0.8155455926406503,0.26354640368297017,0.12760741545291046,0.16492555469505932,0.3709160293702774,0.3939221280284563,0.5890672210767037,0.4651688606486322,0.16733730251539086,0.28921174361167457,0.2633802505689728,0.47345914610462436,0.0
0.25084284014842806,0.7982760813626979,0.4054580807586793,0.7714276480800892,0.5200872837554207,0.4949599184268978,0.08235211263790584,0.5780629657042343,0.544179070100585,0.0696448563109912,0.07218696663936605,0.313006564851738,0.061272796089715156,0.7841426984386265,0.8077070877682155,0.5999296522944954,0.3480337728883118,0.16911858938948676,0.18182796267558504,3.0
