@relation relation name
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute class real
@data
0.7901137192935129,0.19255264441777975,0.004984602467325079,0.6399549071520634,0.7911738081841596,0.6494280538075774,0.49665513139978573,6.0
0.37945227871811893,0.6463209342598575,0.5527674374732634,0.1372687981727849,0.33152044290269966,0.14967748711261256,0.11225088398176604,3.0
0.7897206905514996,0.19137471046119628,0.004563904853256244,0.6399273667319068,0.7918644623441539,0.650005688829764,0.49638603497177164,6.0
0.17241545639122796,0.5269891920164207,0.13102472196316103,0.7273223000290091,0.024608468156699297,0.48609737526146735,0.603423624154813,0.0
0.7904978155641168,0.1914977781880035,0.005237021035766384,0.6402486716337343,0.7898569609191041,0.6489904515180422,0.4972112640176814,6.0
0.1264757559327242,0.8419546671237753,0.25877508797008525,0.07573431940277679,0.6631817792540382,0.48074987528334745,0.17073450767014514,9.0
0.38252504888294986,0.6389280800995091,0.5553447639089273,0.133119374869183,0.3288222873176557,0.1489685714035656,0.11350666731249807,3.0
0.7901762465933787,0.19248232000246135,0.006010218966465527,0.6417817550224546,0.789709621364972,0.6493142772122983,0.49729199294608556,6.0
0.8107387957777994,0.7779242869763578,0.25875737438633506,0.7726630117469071,0.8784264503967577,0.46359586553356846,0.7520724909897545,2.0
0.38200696554120506,0.6471120839321897,0.5478342043988141,0.13860909862040854,0.3273212656099351,0.14549400922465627,0.11088746207982834,3.0
0.7911498859770024,0.191831819160766,0.004446995200504483,0.6400283482724812,0.7898109173084378,0.6492267567543912,0.49685246878032935,6.0
0.7895063112376743,0.1917614947454476,0.004732183898883777,0.6404598148549354,0.7907133720774968,0.6489816994722516,0.4965205831857788,6.0
0.3840435690225465,0.6469538539977232,0.5513946347326177,0.13217382044380466,0.325626860737416,0.14937991755572866,0.10446502733122719,3.0
0.17228146932008706,0.5273847668525867,0.13018332673502336,0.7266337895250929,0.02555420391978466,0.4855197402392808,0.6028764614178511,0.0
0.38371306758039897,0.6488789848670649,0.5529534301026412,0.13607537996599675,0.33532364514373425,0.15330083406996384,0.10913833529773727,3.0
0.7910873586771366,0.1922625562045913,0.004848207872448024,0.6409463622777029,0.7895806992551064,0.6494805660823217,0.4971395049702109,6.0
0.1466095464894941,0.830825828399636,0.2417966179454545,0.06351004490924513,0.6442946901587308,0.46419975669312696,0.14404911189208872,9.0
0.8106762684779336,0.7783638145720979,0.2590673621019647,0.770964685837247,0.8787119207828887,0.46328079188510307,0.7516239969430646,2.0
0.38515119547731114,0.6463824681232611,0.5528648621838899,0.14007792102876318,0.33054431835657455,0.1489948275409377,0.11345284802689527,3.0
0.1730407293898854,0.52724411802195,0.1304578872831525,0.7272580390486437,0.024832240104537415,0.4846182795228384,0.6025356059423667,0.0
0.7895867034803588,0.1922186034450173,0.004421310504066595,0.6402027709334732,0.7902897708593671,0.6488854269685538,0.49783915568304743,6.0
0.38251611641154043,0.6453276018934848,0.5451328828768984,0.1379389483965967,0.3339699629901457,0.15186549856028844,0.11231367314830261,3.0
0.7905871402782108,0.19170875143395877,0.004276944796501921,0.6399732674321679,0.7913119390161585,0.6489291871975074,0.4962694265196323,6.0
0.1301112717963468,0.8416997411182461,0.24901490332368828,0.06521204287492609,0.6698857289670483,0.4805660823217426,0.17992863562729067,9.0
0.17339802824626108,0.5270770975355688,0.13004161806502124,0.7283871962750663,0.02427327067104879,0.4857122852466763,0.603019979512792,0.0
0.3834718908523454,0.6362997050769832,0.5481884760738195,0.13404656901445688,0.3324228976717587,0.14994880053212437,0.11094128136543115,3.0
0.7914089276478748,0.1919109341279992,0.0039120449712464235,0.6397804844910713,0.7897648736977715,0.64908672402174,0.49641294461457314,6.0
0.8099884681794105,0.7793044036269817,0.2600238956244791,0.7715705750806933,0.8786382510058226,0.46326328779352166,0.7517495752761377,2.0
0.3823553319261714,0.645406716860718,0.5468599572925494,0.13511146526051399,0.3248533280782225,0.14748072361914596,0.1086449918463782,3.0
0.789979732222372,0.19173512308970317,0.004434595691879296,0.6400467085525856,0.7899122132519036,0.6498481520055313,0.4971664146130123,6.0
0.38610696991811605,0.646830786270916,0.5450266013743968,0.13629570332724997,0.32930114086858503,0.15423730296956914,0.1062500336370535,3.0
0.7903102336645196,0.19170875143395877,0.005397328968706296,0.6402762120538911,0.7912290605169592,0.6491217322049028,0.49664616151885194,6.0
0.38952810646791325,0.6501096621351371,0.5480024834444417,0.13906810562301938,0.3341541374328108,0.15069272442433418,0.10997253422458068,3.0
0.17312112163256993,0.5274726723717348,0.13036046257252604,0.7266154292449885,0.024702397122458506,0.48449575088176866,0.6037913892730988,0.0
0.3870538118875116,0.6396313242526932,0.5480556241956924,0.13098958237706873,0.3275791098296662,0.1514804085454975,0.10841177494209943,3.0
0.7923200397316328,0.1922537656526765,0.004176863048312916,0.6414237295604182,0.7898937958076371,0.6491129801591121,0.4968973181849983,6.0
0.13219253763473515,0.8467806801250016,0.25532979593065835,0.07015463027903952,0.6573802843100871,0.48180012077823187,0.17409821302032033,9.0
0.810274307264511,0.7783286523644386,0.25808425820382486,0.7724794089458628,0.8800287680479442,0.46383217076991745,0.7517854547998729,2.0
0.3833200388383857,0.6445891955326415,0.5429983960349912,0.13036533285351798,0.32995496014004616,0.1467543038185176,0.1101160523195215,3.0
0.7906050052210295,0.19167358922629954,0.004757868595321665,0.6399732674321679,0.7899858830289697,0.6492967731207169,0.49691525794686603,6.0
0.7903816934357948,0.19345807126500436,0.004108665750874388,0.6406617779360841,0.7902621446929673,0.6494017976702053,0.4971395049702109,6.0
0.06163405272480574,0.63111327944725,0.5003795135318494,0.7637215553360481,0.8086059191824128,0.34497063688637214,0.03701600764951446,-1.0
0.17295140467579148,0.5267078943551471,0.13018332673502336,0.7270560759674949,0.02418762955520951,0.4846182795228384,0.6027329433229103,0.0
0.3800775517167764,0.6451430003032741,0.5498978369057202,0.13822353273821544,0.3319072092322964,0.14978251166210102,0.112206034577097,3.0
0.7891579448527081,0.19156810260332194,0.0037030246829932757,0.6392663966481472,0.7904831540241655,0.6495418304028566,0.4969959868752701,6.0
0.13582805349835778,0.8319334379409011,0.2522299187743617,0.08693409026648109,0.6582551129127464,0.47841307905722963,0.1810498707440157,9.0
0.8100152655936387,0.7776781515227433,0.2579336927419476,0.7715246743804323,0.8786106248394229,0.4629044539161028,0.7521980693228277,2.0
0.7914178601192842,0.19313282084415667,0.00456036213650619,0.6422958428653787,0.7898661696412373,0.6487191380985304,0.4967717398519251,6.0
0.1738446518167307,0.5269891920164207,0.1301744699431482,0.7281485126337086,0.025137048807148173,0.4849946174918387,0.6029213108225201,0.0
0.3847224368496603,0.6437189308930761,0.554600793391416,0.1308610604163377,0.33062719685577385,0.15505999527389527,0.10593608780437047,3.0
0.7909444391345865,0.1932383074671343,0.004056410678811101,0.6401293298130556,0.7899766743068364,0.6488591708311817,0.4963053060433676,6.0
