@relation relation name
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute f8 real
@attribute class real
@data
0.8012358054921036,0.3683141456664189,0.15772597069179392,0.12531157942442783,0.7151610983095906,0.5882350378003878,0.32890585138617456,0.04505740397551844,0.14016542161841505,2.0
0.2649075428323099,0.21124473780661157,0.13537854993141146,0.4822698656233962,0.28893437384740667,0.10041613107039368,0.16613096038475067,0.5898935147878495,0.1379506514464186,3.0
0.3718171343847175,0.30999756800175376,0.6237046788778433,0.34418520916910067,0.33203451663203565,0.7791847316935009,0.6968485734863151,0.6883028489511056,0.08206027475309656,4.0
0.8009893017370298,0.3667727383272647,0.1591599373892131,0.12526679617981007,0.7143850948915239,0.5869016754177651,0.33130041241708835,0.04363707215920411,0.13879313264909962,2.0
0.26830381679110543,0.21265769453416958,0.13696800699361109,0.47930521482970273,0.2888522087796114,0.09737467047212357,0.16882944646958814,0.5907046291708471,0.13801144905898324,3.0
0.3708585086705413,0.3085931746483022,0.621424153527731,0.3438448565100059,0.33153239677328644,0.7772761933811193,0.6985616056084303,0.6895812357503953,0.08147835474712102,4.0
0.2875858882991058,0.07970274815801823,0.5773771885268842,0.22156868540576752,0.47162383736429064,0.1585786182705506,0.6738976269900183,0.5350727622500312,0.7927669948869207,7.0
0.802614400566776,0.3662246823844544,0.1607580328050116,0.12644907383771803,0.7144124832474557,0.5880433124904682,0.32990051519901564,0.04438558967133997,0.1406344317724849,2.0
0.26543706941728334,0.21320575047697993,0.13733081784476533,0.4799859201478921,0.2886696197400662,0.09828972308764897,0.16463896466548902,0.5910484711375527,0.13764666338359557,3.0
0.3703837606978065,0.31130776424003476,0.621320493284544,0.34399711954170614,0.3329474618297613,0.7781999607834593,0.6970235606385742,0.6896341345145038,0.0822600383372374,4.0
0.6765322947308452,0.1864366430203363,0.6611692184363198,0.16891254638424558,0.5364703347587451,0.5946752652563236,0.15235302460687755,0.06471017648790998,0.2514337379848718,6.0
0.800414126308524,0.3682456386735676,0.1588316799524545,0.12424573820252595,0.7153254284451813,0.5875378548552255,0.3311622646653048,0.04466595312111524,0.14003514102006234,2.0
0.26656916073688186,0.21679380422756653,0.13680387827523174,0.4795112177549443,0.2865515868813427,0.10090415913200723,0.16772426445532024,0.5888002736629396,0.13590090336566896,3.0
0.5121873282462261,0.13895273360028224,0.4273462632210002,0.006724652011797696,0.20842173685997978,0.3145907318242228,0.7611149076159934,0.5350727622500312,0.10032561464214959,0.0
0.3705207072284031,0.3109652292757783,0.6234887200378706,0.3448121745937488,0.33143197280153663,0.7783393973724917,0.6965170188820348,0.6885761592323331,0.08453560612179846,4.0
0.8010532101179748,0.36785172346467265,0.1588316799524545,0.12446965442561457,0.7164483510383839,0.5893853896599054,0.3317701147731522,0.0451931774700637,0.1384891445862766,2.0
0.2668613133354879,0.2113731884182078,0.13609553328012108,0.48377458264255174,0.28746453207906836,0.099875814287893,0.16450081691370555,0.5882801024825389,0.1388886717545583,3.0
0.3705663560719353,0.3083705269215355,0.6227976517499577,0.34517939719961416,0.33219884676762623,0.7771803307261596,0.6980919032523665,0.6888935518169843,0.08205158937987303,4.0
0.2874398119998028,0.07854669265365263,0.5771007612117192,0.22262556997874589,0.4700718305281571,0.15771585437591235,0.6751409567560698,0.5335739639336226,0.7938700372863071,7.0
0.8014184008662324,0.3658992741684107,0.1577864391669863,0.12571462862598737,0.7149146031062047,0.5869365345650231,0.3306188835082898,0.04503888940808046,0.13854994219884118,2.0
0.2664504737436981,0.21201544147618867,0.1362510236449015,0.4805322757322284,0.2845613663503007,0.10055556765942614,0.16396664560680937,0.5886151279885596,0.13655230635743262,3.0
0.6633306491813336,0.1955823265659842,0.6630782945816791,0.1581197844313737,0.523698231442563,0.6031024641059718,0.1574829111231044,0.06201762939478524,0.2513989964919777,6.0
0.3707033026025318,0.31123069387307706,0.6215278137709177,0.34460617166850727,0.33176976252469514,0.7790801542517266,0.6967841045354828,0.6890875139520489,0.08084432250180439,4.0
0.8009436528934976,0.36641307661479544,0.1578900994101732,0.12412930176651986,0.714357706535592,0.5875988583629272,0.3282703717279705,0.0440073635079639,0.1387236496633115,2.0
0.265720092247183,0.21395932739834417,0.14012964441081247,0.48088158504024664,0.28583948962711664,0.09770583237107561,0.1638469175552637,0.5889589699552652,0.13997434340749773,3.0
0.3706211346841739,0.3085931746483022,0.6239465527786128,0.3438000732653882,0.33176976252469514,0.7780518094076123,0.6972906462920223,0.6888671024349301,0.08180839892961461,4.0
0.8015279580907096,0.3665757807228172,0.15916857574281204,0.12437113128745557,0.7174434613039049,0.5874332774134513,0.32988209549877784,0.04666993463476048,0.13908843533869916,2.0
0.2638941385058951,0.21574907258658427,0.1398359403884495,0.477567624938535,0.28818575878527164,0.09855988147889932,0.15995115095496934,0.5905371164178367,0.13660441859677372,3.0
0.5128172822869704,0.1387129591253027,0.42810643833770434,0.006811531506356085,0.2078739697413444,0.3159676681409181,0.759420295194116,0.5337150273045786,0.10087279315523105,0.0
0.3719723404527269,0.30997187787943453,0.621804241086083,0.3446778248598956,0.33103940636651463,0.776674873090917,0.6975669417955892,0.6897928308068295,0.08132201802909773,4.0
0.8006149812200657,0.3669782593058186,0.15766550221660153,0.125248882881963,0.7151245805016817,0.5877818688860323,0.33078466081043,0.043734934872804915,0.13913186220481671,2.0
0.2648710237574841,0.2115187657780168,0.13586229773295047,0.48364023290869856,0.28984731904513233,0.10344887688184928,0.16315617879634628,0.5896642868100458,0.1382806956289122,3.0
0.2871202700950774,0.07836686179741797,0.5793553715010349,0.22397802396620115,0.47167861407615425,0.15755027342643632,0.6750672779551187,0.5347818190474343,0.7929320169781674,7.0
0.6718487233844418,0.1927906666072939,0.6595797613741202,0.1638072564978249,0.5363790402389725,0.6003224471121374,0.16192205888041378,0.056486181961168766,0.2565667935599695,6.0
