@relation relation name
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute f8 real
@attribute f9 real
@attribute f10 real
@attribute class real
@data
0.4260411688994103,0.6718304309546838,0.6436103323119309,0.4116175279643245,0.04253873017904322,0.7602648085879955,0.14276386480307693,0.12235421919880204,0.4252823018756608,0.16280483804345516,0.8847703927781659,2.0
0.4232857124548462,0.6727259358969284,0.6428696098606334,0.4175587312701798,0.04285179563636183,0.7497993080770999,0.1456078838226645,0.12568295705079482,0.4320890613634407,0.16988318873230066,0.8783469428782033,2.0
0.42424691819132204,0.6716041981271693,0.6440956332282982,0.41043282373369266,0.042222918533502525,0.7604552635563466,0.14320140619070582,0.12418361053955729,0.42442115060802776,0.16441271404849317,0.8831142723121547,2.0
0.2740974278134492,0.8684361844325421,0.7214032178004969,0.6668417199783571,0.4273007542039793,0.05521194305015536,0.3734070758856637,0.15697120688907287,0.23823841430903608,0.505125335782726,0.5920678530743531,3.0
0.42243435880253905,0.675110806953643,0.6379229461341525,0.4128906429584363,0.036600555846804064,0.7594172839788328,0.1442111170852339,0.12605072128940026,0.43103552523814503,0.16490246938336106,0.8828270837920371,2.0
0.15776407067883097,0.08808375139274585,0.751210910926848,0.521556312351691,0.3481373017217776,0.6813307469548632,0.4588454460776518,0.3193344033072378,0.5037203566998485,0.39398783743449517,0.28547496194752103,0.0
0.4332090173914158,0.6727070831613021,0.6350622249429345,0.4044739382751414,0.029859579157639714,0.7534846117146947,0.15115287948511477,0.11060462326797188,0.4094426152614327,0.14822306599776558,0.8747092216233809,2.0
0.4241828378088903,0.6722546175062732,0.6424524213535808,0.41030904866482065,0.04273370954281183,0.7606171502794451,0.1429910497543458,0.1241081717213818,0.4265007393075245,0.16408929071414644,0.8839758378725073,2.0
0.42903463819300647,0.6784288884238547,0.6504300872945665,0.40252006040223365,0.0476832561150975,0.7446760694284542,0.1456836121397541,0.1285873515505506,0.4290841931104234,0.1571403093590396,0.8882740927236001,2.0
0.4334378759001005,0.6703787703114661,0.6441892877911058,0.41338574323392424,0.03676349634798159,0.7609314009772246,0.14040787271584465,0.11862942755138797,0.4245310848124065,0.16711098872361443,0.8764227797934157,2.0
0.27938863653424,0.8781453432800367,0.7171887624741491,0.6703869915939046,0.4246277976678088,0.04036883509170882,0.35864005405318994,0.16092231499101334,0.23994239447690557,0.5101245364650568,0.6147174543609577,3.0
0.15639091962672264,0.08319146649774614,0.7537566122249854,0.5224669432155349,0.3475972180380993,0.6778549437824548,0.4583490048878422,0.32341752934098533,0.5031798468616534,0.39407100343475576,0.2851782004767329,0.0
0.44733416454743685,0.6567105369824688,0.6458835839728094,0.39817909191536616,0.04886594784274557,0.7779961661414871,0.1367560849806346,0.11987416805128329,0.4132811512309883,0.17491935208141396,0.8782033486181445,2.0
0.42585808209246256,0.6724808503337877,0.6427929834001543,0.4123071319194684,0.042038008526548265,0.7645881363695665,0.14274703628816815,0.12547550030081228,0.42448527889391535,0.16493019138344792,0.8853543427690717,2.0
0.42861353853702655,0.674837442287063,0.639949290311265,0.4182660173780196,0.03610166498645717,0.7630835421195924,0.13948230439586054,0.132981662709272,0.4297712818877902,0.15078273067245254,0.8925914934760341,2.0
0.28265673603825786,0.8645525208935442,0.7246385572429458,0.6686806638587408,0.43065110383493277,0.05947242069217049,0.35277531660747236,0.15621681870731813,0.22740989517773613,0.5059662364520274,0.6192167411761327,3.0
0.4268284421692857,0.6741964492757723,0.6441467175352842,0.41239554268294837,0.04104938076659478,0.7642738856717871,0.14185512499800162,0.12055311741486255,0.42797568988293844,0.16622388472083482,0.8819655182316845,2.0
0.15296719633679917,0.08484108086503891,0.7530584600295096,0.5168174954291636,0.3435328594694016,0.6805879725782937,0.46276649005140275,0.31855172556866723,0.5031523633105587,0.3955402694393595,0.2822201587195221,0.0
0.42501588278050273,0.6723583075522174,0.6438657538468611,0.4107068971004806,0.04217257174943082,0.7610742422034878,0.14296580698198258,0.12412703142592568,0.4257220386931755,0.16374738604640846,0.8836886493523899,2.0
0.2678724763772248,0.8718296768452587,0.714174788361973,0.6929671005866939,0.40068103637115754,0.04106590027587403,0.35407952651290453,0.14393915104925967,0.2346747138504272,0.5006251311019587,0.5986253242837039,3.0
0.42566584094516735,0.6707369722883639,0.6401025432322233,0.41035325404656064,0.039509684570074616,0.7660070258837826,0.14159428301691518,0.12029851140352035,0.4261984202454831,0.16441271404849317,0.8837269411550722,2.0
0.4259496254959364,0.6720943692534506,0.641856437772077,0.4082490778757369,0.04715141099608548,0.7659308438964421,0.14531338481176045,0.12911542327777892,0.4240088973416078,0.16677832472257206,0.8802136682589674,2.0
0.42288292147956114,0.6728767577819379,0.644691616809802,0.4100172931453367,0.04313648381538548,0.7617217890958818,0.1408369998460191,0.12773866484607652,0.42610680840850085,0.16502259805040412,0.8887814591091412,2.0
0.15994280368150948,0.08351196300339161,0.7522325970665686,0.5209728013127229,0.349803322576514,0.6793500152840113,0.45398200526900806,0.32035282735260673,0.5026118534723635,0.39345187876614923,0.2865662783239678,0.0
0.4278079565864563,0.6764682039187296,0.61315557129709,0.43321627748248587,0.043976817411345945,0.7473710072306229,0.1416700113340048,0.13814922175429198,0.4268855090228499,0.137808834631801,0.8883698222303059,2.0
0.28520164265483194,0.8692751311679081,0.7358515626263804,0.6454816795215916,0.4121601031395064,0.05737646376546613,0.3666672556646885,0.16820216094494664,0.21163433684939564,0.5463756719119771,0.6260996927082835,3.0
0.42504334580154485,0.6722640438740864,0.6440700910748052,0.41114010984153254,0.04223939566283509,0.7610647194550703,0.14318457767579698,0.12421190009637309,0.42565791040728795,0.1634978880456267,0.8833153042762371,2.0
0.42354203398457313,0.6744792403101653,0.6437125009259029,0.4098581537710727,0.04392463983512618,0.7623693359882757,0.1449010861964948,0.12235421919880204,0.42530978542675546,0.16304509537754128,0.8817166215142493,2.0
0.4282839822845205,0.6685971867947899,0.651724223071546,0.4144555134720322,0.04238402824253199,0.752532336872939,0.14348749094415542,0.12527747340310166,0.43894162676971166,0.1552644540198286,0.8915193230009285,2.0
0.1569859517493029,0.08589683406010631,0.7498742048940468,0.5229885667200668,0.34848515222990933,0.6796928342270434,0.4611846096499753,0.3195607197617642,0.4986817056658258,0.39595609944066246,0.28690133159743825,0.0
0.4142686872126682,0.6692476061738938,0.6256116281505181,0.4116086868879765,0.02927555646240793,0.7436952263414458,0.13320526833487736,0.13519767799317656,0.4315210679741508,0.15189161067592702,0.8916437713596461,2.0
0.42285545845851896,0.6764399248152904,0.6434485653398084,0.4143847848612481,0.03515972242627925,0.7592839655009871,0.14689526521318785,0.13593320647038742,0.4337563967965173,0.16287876337702012,0.8791510707345325,2.0
0.27183630574764417,0.8693034102713474,0.7204070738142693,0.6733045467887442,0.42455456598188623,0.0590248515165453,0.35169829165330907,0.16269512721813698,0.25396816671888545,0.4937500750804169,0.5943462153339524,3.0
0.42499757409980793,0.672141501092516,0.6442318580469276,0.4108306721693526,0.04194646891914516,0.7605695365373573,0.14311726361616178,0.12421190009637309,0.42621674261287956,0.16452360204884062,0.8839184001684839,2.0
0.4264988859167797,0.6734046343794716,0.6422651122279653,0.4105477577262166,0.042826164546288965,0.7597791484187001,0.14444671629395714,0.12286343122148646,0.4253647525289448,0.16429258538145008,0.8825207493705785,2.0
0.42710307237970735,0.6794186570442304,0.6419330642325561,0.43231448769499,0.029953864953264908,0.7797388291019001,0.15171663473455965,0.11621538536977277,0.4409845707344155,0.1573436040263433,0.8748528158834398,2.0
0.15870696773461201,0.08294638093460552,0.7525646450619778,0.5196554809368712,0.3480457621143745,0.6777978072919494,0.45749916488494763,0.318872340545913,0.5010086463251745,0.3908275294245929,0.28759058404572035,0.0
0.4244849310403542,0.6698037618748669,0.6485144257825902,0.41124620275770857,0.04102832665689206,0.7567604371703344,0.14262082242635213,0.12103403988073122,0.4288551635179679,0.16772087272552538,0.885832990302601,2.0
0.2764500932827282,0.8789560109119634,0.7123442673616401,0.675700478479052,0.4242433313167157,0.04264477196350502,0.35413842631508535,0.16463767678615546,0.23450065136016096,0.5116862091366168,0.6160959592575219,3.0
0.4130511599464654,0.6785231521019858,0.6443595688143927,0.4139869364255882,0.04810067672485564,0.7523990183950932,0.14214962400890568,0.13031301451631458,0.4182465127954253,0.1641262533809289,0.8963440901389035,2.0
0.42187594404134837,0.6688705514613699,0.6392085678599676,0.4051281779248933,0.04017883910019129,0.7735966563725757,0.1390111059784141,0.11968557100584462,0.43150274560675445,0.1658634987197056,0.8809603584112731,2.0
0.43055425869067304,0.6650151670258112,0.6417202129534476,0.4103709361992567,0.04456450169087385,0.7589697148032076,0.14334444856743062,0.12585269439168964,0.429395673356163,0.16498563538362165,0.8808167641512142,2.0
0.2713328170285378,0.8813880138077437,0.7083852335702224,0.67442736348494,0.42982724736830485,0.05571188734207711,0.34517724212614825,0.1590174848320826,0.23595727956817847,0.5129891431406993,0.6064177061295603,3.0
0.15508184895704602,0.08637757881857447,0.7509554893919178,0.5253049287232424,0.34682828533591326,0.6776454433172686,0.4596111435060023,0.3191175167049833,0.5014483831426891,0.3924169240962397,0.2887393381261906,0.0
0.42722207880422347,0.6739796428160708,0.6424949916094025,0.41077762571126464,0.05474462143017271,0.7515514937859306,0.13735349725989707,0.1293323098800334,0.41505842086844363,0.16284180071023763,0.8768248437215802,2.0
