@relation relation name
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute class real
@data
0.5978724192890766,0.2243724284253626,0.17147130559986096,0.748717398990469,0.1701390251472482,2.0
0.5870677193372622,0.23063146862667522,0.16727177189291392,0.7655585896654706,0.1943712117698682,2.0
0.586372734348938,0.258107284517693,0.16593743729144556,0.7539644031203688,0.19915165049998396,2.0
0.5822306238185254,0.23602246675627298,0.15520069840521156,0.7370385833464979,0.18638894933805192,2.0
0.2784109863226954,0.6631996761746208,0.858922561012191,0.641163217560726,0.5622866194092947,0.0
0.9180103043107601,0.777370051817543,0.8634944671660594,0.16722145742592134,0.11405805735812977,3.0
0.5879387671892953,0.21792150523977608,0.1871316357287225,0.7579607772336441,0.19355068870425138,2.0
0.576031357722673,0.23805094401859622,0.1856835206573615,0.7346689685781559,0.18084149991616394,2.0
0.5941936320842136,0.23517269925448897,0.16133450010033368,0.7480685758991371,0.19382716930244834,2.0
0.5868823900070423,0.23038476193260887,0.18769019439910462,0.7485763504923533,0.1995351558458701,2.0
0.6024037214129507,0.24520543814652002,0.1830148514544247,0.7480685758991371,0.1699160569228958,2.0
0.2795970940361021,0.6651550551572207,0.8563056102046599,0.6393295870852234,0.5637492909610465,0.0
0.9327810519292782,0.7828615600817604,0.8587156874305679,0.16624352117231989,0.11043705339464663,3.0
0.5713425256681122,0.2589661893044425,0.1917966349943213,0.7488020280893382,0.18231309019688985,2.0
0.5775047258979206,0.24080126679318764,0.17122305730191334,0.7382516004302919,0.20266562971577795,2.0
0.5794043515326734,0.21861593889714798,0.1686578248897881,0.7553184687022786,0.19362203853604412,2.0
0.5773935282997886,0.2237054066228869,0.17741892107152235,0.7386089232921847,0.17535648159709463,2.0
0.589124874902702,0.23597678033144587,0.1664235902082596,0.7542747098162232,0.18858295666567965,2.0
0.2838040698320916,0.6655296838408029,0.8577433815969399,0.6387653930927609,0.5624560752598025,0.0
0.5588883946773415,0.23222135621065831,0.1585313630693419,0.7527325795701594,0.18840458208619773,2.0
0.9328737165943881,0.8066276382768177,0.8654597661914779,0.1608930814771351,0.10529986550556705,3.0
0.5819804292227287,0.21502498590573796,0.15621437895516427,0.7364743893540355,0.1884491757310682,2.0
0.5856499499610808,0.23489858070552633,0.18086336620554544,0.7784034062271972,0.1871916349457206,2.0
0.5785796360131954,0.20674660572706746,0.15128044403345559,0.7657748640292478,0.1834814436924965,2.0
0.5759108936580302,0.21470518093194824,0.16132415642125253,0.7431224752318838,0.1921593669842923,2.0
0.28229363579080025,0.6706831125612998,0.8591087472356517,0.6428181866052823,0.5665230156719905,0.0
0.9196782682827382,0.7684429244063278,0.8676836571939253,0.17519539918605612,0.12517971238882802,3.0
0.5791912228029207,0.24242770351703236,0.15549032141948377,0.7389004235216237,0.19309583352657245,2.0
0.5681826605878646,0.22285563912110284,0.16829579612194784,0.7603303920019859,0.1959587455272574,2.0
0.5743355943511619,0.23492599256042263,0.19790974933128114,0.7284440281946545,0.20128322672479299,2.0
0.5831294710700914,0.2270953393450577,0.18680063799812574,0.7487268022236766,0.17402759097995427,2.0
0.5692761036361614,0.2263643565478241,0.16175859094266082,0.7806601821970466,0.18864538776849832,2.0
0.2802642796248934,0.6624595560924218,0.8556332710643851,0.6405990235682637,0.5624382378018543,0.0
0.9269524444938655,0.7694754376074202,0.86368065338952,0.15618206164007434,0.10799332165574418,3.0
0.5914414915304496,0.2375301187755673,0.15374223965476935,0.754152467784523,0.18835998844132723,2.0
0.5845472404462729,0.22963550456544446,0.1919621338596197,0.7431694913979223,0.18323171928122178,2.0
0.5736498758293487,0.23263253403410222,0.17519503006907505,0.7469872040802509,0.18200093468279646,2.0
0.2836002075688498,0.6672200815594056,0.8581157540438612,0.6407212655999639,0.5628841742505591,0.0
0.5875495755958338,0.24067334480367175,0.17321938736457537,0.7359384050611962,0.1859786878052435,2.0
0.9647688943252157,0.7534486397780736,0.8560573619067123,0.16106233967487382,0.11702799410650389,3.0
0.5913395603988286,0.22409830987639995,0.180832335168302,0.7425018618401752,0.2067771637728364,2.0
0.5745394566144036,0.22328509151447756,0.17029212618460982,0.7524034664078897,0.19064318305869593,2.0
0.2818488453982727,0.6633001863092405,0.8592535587427877,0.641388895157711,0.5624025628859579,0.0
0.5617795322287704,0.256846339192465,0.15795211704079754,0.7490935283187771,0.18735217206725432,2.0
0.9432706920197189,0.7578619484163714,0.8620256647365361,0.1634789706092543,0.12102358468689908,3.0
0.5750027799399532,0.23150864798335552,0.16462379004813948,0.7476924465708289,0.1994638060140773,2.0
0.5932391860335816,0.2296446418504099,0.16741658340005006,0.7415333288197813,0.19237341647967066,2.0
0.5778105192927832,0.22350438635364767,0.18816600363683755,0.752102562945243,0.1862016560295959,2.0
0.2799028874309648,0.6662332547831402,0.8590880598774893,0.6416709921539422,0.5636511849423314,0.0
0.5856870158271248,0.24329574558874728,0.1564212525367873,0.7457459772968337,0.18808350784313024,2.0
0.5606582897809407,0.22950758257592857,0.17151268031618555,0.7497987708093551,0.17829966215854645,2.0
