@relation relation name
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute class real
@data
0.27127453835630044,0.20847078580240547,0.8203944607637432,0.0
0.2713410112268524,0.20812262571805898,0.8204032952713298,0.0
0.2712828474651194,0.20827547648679645,0.8204651368244363,0.0
0.2713576294444904,0.2084453106742825,0.8204121297789164,0.0
0.2710917379622825,0.2081650842649305,0.8204739713320229,0.0
0.27118313815929146,0.20825849306804783,0.8202001015968372,0.0
0.27137424766212837,0.2085641946055228,0.8204563023168496,0.0
0.27117482905047247,0.2084453106742825,0.8203326192106368,0.0
0.2714074840974044,0.2084453106742825,0.8203856262561566,0.0
0.27136593855330937,0.2084283272555339,0.8204651368244363,0.0
0.2713243930092144,0.2086066531523943,0.8203856262561566,0.0
0.2713410112268524,0.2086066531523943,0.8202619431499437,0.0
0.2713243930092144,0.20881045417737756,0.8208185171279017,0.0
0.2715238116208703,0.20852173605865124,0.8203679572409833,0.0
0.4179967818821544,0.614196167997261,0.46985886874130356,-1.0
0.2712828474651194,0.20852173605865124,0.8202177706120105,0.0
0.27138255677094736,0.20885291272424908,0.8201205910285576,0.0
0.2713493203356714,0.20852173605865124,0.8204297987940897,0.0
0.2713243930092144,0.208878387852372,0.820447467809263,0.0
0.27113328350637744,0.20830095161491935,0.8203326192106368,0.0
0.27145733875031836,0.2084368189649082,0.8205976544382358,0.0
0.27127453835630044,0.2086491116992658,0.8202177706120105,0.0
0.2713077747915764,0.20822452623055063,0.8203237847030501,0.0
0.2714074840974044,0.20852173605865124,0.8203944607637432,0.0
0.27133270211803334,0.20851324434927695,0.8205269783775427,0.0
0.2713493203356714,0.20847078580240547,0.8204121297789164,0.0
0.27150719340323237,0.20847927751177972,0.8205446473927159,0.0
0.27136593855330937,0.20830095161491935,0.8204297987940897,0.0
0.27121637459456743,0.2084368189649082,0.8203679572409833,0.0
0.27121637459456743,0.20847927751177972,0.8204297987940897,0.0
0.27106681063582544,0.20870855366488592,0.8199969079223447,0.0
0.2717398484501643,0.20852173605865124,0.82035028822581,0.0
0.2714324114238613,0.20865760340864015,0.8202266051195972,0.0
0.33807146415221956,0.7606866464133737,0.6584314331779932,-1.0
