@relation relation name
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute f8 real
@attribute class real
@data
0.2764887113987156,0.7218533661542339,0.554587749043177,0.3681526828603034,0.3551052259194962,0.6279872080627967,0.6245954071822117,0.34552210558863816,0.10062249747259655,2.0
0.5940195113489379,0.7975898682090392,0.7324992115796325,0.46275551952479804,0.222688414585358,0.4253319120069774,0.8335595057134499,0.8184390054928552,0.6258845911974716,0.0
0.5083321077460885,0.671974695015807,0.8351510670590826,0.3670351400906157,0.09841673401832743,0.8851148367089835,0.015293728391746544,0.8166086460493557,0.6752087595424403,4.0
0.5935292764510011,0.7981147226931334,0.7333281248362421,0.4624429863773431,0.2278308150255187,0.42582614594437446,0.835103551785483,0.8141296640846157,0.6247203935585043,0.0
0.5085112320357194,0.6684231796734357,0.834150654508002,0.3661827769611929,0.09936070612709819,0.883874406434732,0.01776707921148156,0.8177637272515641,0.676571965324821,4.0
0.5075967553991833,0.6688780535596507,0.8298441166690645,0.36736661464094683,0.0992887844426204,0.8838453338501793,0.015016567326642465,0.8179058910918359,0.6752485611711231,4.0
0.2727553840990426,0.7143129567327459,0.5423350772270851,0.360462473292622,0.34837155821026483,0.6077623800755887,0.6109099801959308,0.347219186431883,0.11874218893037103,2.0
0.32765226507378037,0.2968786903830913,0.41306272015030965,0.3243506887094086,0.701120449942058,0.23684465548987305,0.23746181842593614,0.5994444947941377,0.19178812797019654,3.0
0.3210529491400149,0.299564195826707,0.41402502174706335,0.3252314639431455,0.7044468278491549,0.24028491132861712,0.23820027524299545,0.6006262317163973,0.19702204214196442,3.0
0.2856146225756942,0.7124234805900066,0.5478992765588095,0.3800100010607186,0.3465105846244025,0.5871305359046419,0.5940309672345752,0.35547357440766536,0.09514977352873277,2.0
0.2914974413509365,0.7256410660144476,0.5603710863622808,0.35817056354461835,0.3423840779774903,0.6186161449752883,0.5934843173829857,0.3734484149620333,0.10320960333696852,2.0
0.3246165797442483,0.29739479729245066,0.4192271670126824,0.3191228615156153,0.7016418821545218,0.23337532706657627,0.24032933255971192,0.6011682313574336,0.1948130517500776,3.0
0.3242111931940312,0.2964763019452857,0.4175883959766266,0.3219924840513388,0.7019205786818732,0.24004263979067741,0.238152323501628,0.5968144637491091,0.1986340081036116,3.0
0.5102647645552627,0.670225180068826,0.8307301963571645,0.3658891852166139,0.10070923771105642,0.8899990309138482,0.016000537059503314,0.8177903829716151,0.677746113370959,4.0
0.10438797944030259,0.37877348505126957,0.7303364149215821,0.5980350188656374,0.22041389131374842,0.8414575055722454,0.696417525402435,0.05915081984109635,0.8587340693981197,5.0
0.10034354153232347,0.3790621550175214,0.7306317748176154,0.5935269649811344,0.21974861573232904,0.8341312142649482,0.6937609989306762,0.051655231362764786,0.8659182633753373,5.0
0.5106324407287154,0.6692017138248422,0.8321879403601676,0.36764126498264965,0.09738285980395947,0.8829925380366315,0.017029581429249596,0.8182968416525833,0.676422709217261,4.0
0.5977339834602288,0.7992781501328757,0.734795396577827,0.4636836482657252,0.22493596722528839,0.4212714410311077,0.8345473115856202,0.8150359585663486,0.6263721611488341,0.0
0.26880522213297436,0.7088544700981654,0.5602853367150454,0.3582557998575607,0.35079891506138966,0.5874987886423103,0.5812566233342764,0.3545672799259326,0.07653256171242526,2.0
0.32255193661639875,0.29834828293855525,0.417474063113646,0.3251178155258891,0.6971917279274596,0.23503246438608394,0.2410102472871302,0.5975874796305871,0.19738025680010823,3.0
0.008823285403444465,0.29332717504072,0.04932605541142204,0.723796463261255,0.25662645944830675,0.0065704041089252735,0.5559093328474223,0.05456337042032515,0.24590839257142397,1.0
0.5088977633975541,0.67032140339091,0.8303205035981506,0.36865463003651905,0.09604331843056094,0.8853280356623704,0.017884081460418234,0.8172039571304938,0.67460178470503,4.0
0.325295366526007,0.298558224732193,0.4121290017693011,0.32864091646083676,0.6994932218307484,0.23251284039151082,0.2387852864876788,0.5969921685494489,0.19663397626230864,3.0
0.2725291218384563,0.7166748019111703,0.5602853367150454,0.368948221781098,0.3598970081478278,0.584911328617114,0.6055297948144986,0.3576593434518446,0.09834385423051512,2.0
0.5083038249635152,0.6697790537573458,0.831054139468943,0.3653493552346461,0.0980301549642594,0.8827018121911038,0.016828184115506156,0.8163243183688119,0.6743032724899102,4.0
