@relation relation name
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute f8 real
@attribute f9 real
@attribute f10 real
@attribute f11 real
@attribute f12 real
@attribute f13 real
@attribute f14 real
@attribute f15 real
@attribute f16 real
@attribute class real
@data
0.49482144382901105,0.3326520840824281,0.7173493553197089,0.5783560424532334,0.7178846793251206,0.47425514358419846,0.14665982437726527,0.49023451615234515,0.6954907302341393,0.493465982938299,0.1944227123642163,0.6382212175264468,0.5260303946020536,0.7328574873402461,0.550301171661346,0.25764365900850045,0.21058372934250655,1.0
0.3676329094644244,0.801288846577328,0.32855923569457474,0.6242163806290175,0.25089266505268404,0.09720248039555482,0.1477684183046738,0.40138758401387575,0.5816750482363381,0.40580345051361427,0.16963560316552823,0.8363052312860694,0.2641779475122277,0.542223293947432,0.11208751964398554,0.6214256226094137,0.5771969643237108,0.0
0.5305029589096056,0.29187959587077256,0.7645112102177273,0.5719996502510627,0.6960814576525142,0.4791878958912337,0.15632426014765757,0.4723115559731156,0.6922499547439389,0.42647163078668154,0.2156892245659435,0.6542629908929821,0.48029005532455304,0.7643887147335425,0.5743376953888534,0.24350780158070923,0.1701333427902688,1.0
0.3664069958801874,0.7760913184501796,0.3450641981472611,0.6021998815176351,0.24635174447032376,0.12923940853703655,0.16688272327886325,0.40306786153067853,0.5883685300389864,0.4210637296158482,0.1862380766105979,0.8281028321824464,0.2532193245603265,0.5454834820352062,0.09554539851828223,0.6364667319907088,0.5755089013405206,0.0
0.49891710966725733,0.30466000570088253,0.7516243514401572,0.6034475813780303,0.673963602905849,0.481559078579177,0.2080884443387506,0.5053479800534798,0.7085244758023568,0.48194124565322904,0.22322691300815453,0.665987712099716,0.5255081190934764,0.771217747769472,0.5335544843762596,0.2460643922625828,0.16720263848499892,1.0
0.3747747848150171,0.7824815233652347,0.3421461005444867,0.5965704955333327,0.25378388789538536,0.09184222288857648,0.1463290342537643,0.38946303389463033,0.5932870912053123,0.4220998653023608,0.14402025095537568,0.8354614438184719,0.24854633316779334,0.5580805401495058,0.11421119375622475,0.6419479828300565,0.5807220370239023,0.0
0.5016568407835444,0.2792109680508385,0.805938075607403,0.5379482509114595,0.6932837743723709,0.509381532381139,0.19457969091686084,0.44166004191660035,0.7505221004110575,0.4289256363600008,0.2539268197273794,0.6047051943948965,0.4798594070981823,0.7638099831203281,0.5900788879922265,0.2803445926117514,0.20885807504078302,1.0
0.49402274255443235,0.2546375561471722,0.7064781766781593,0.5954898106148802,0.7496711234016428,0.44670096227612766,0.14345920642555346,0.4470893257208932,0.6891328055667162,0.4459400750016815,0.1942496915716306,0.6978750291891593,0.5165194827090156,0.7753460332770679,0.5416677862907735,0.2808519316186602,0.17935456415348605,1.0
0.46972736424864503,0.3270629835736336,0.7578232003940276,0.5628629504859642,0.7649946044679597,0.4440961228999564,0.10009083317985865,0.4710648984606489,0.6522038597901001,0.4536383813742795,0.25479944633346374,0.7034479510681759,0.5244818935327632,0.7529394743187848,0.5735575702047655,0.1746688618197554,0.1550329810624867,1.0
0.5368647074338656,0.34998761082720553,0.7773727675709959,0.6590439082282367,0.6988026085632919,0.46232999853315526,0.2246190102401894,0.5004787887547879,0.6061795495586981,0.4482941025701619,0.17945265248397677,0.690997180180021,0.46516239103225465,0.7410272486134557,0.5485415559683477,0.2500435217285339,0.1786566423150578,1.0
0.5098295980117911,0.29187028070325793,0.8017970758300556,0.5376240454359237,0.7105800898490017,0.44778270620310917,0.164656595150438,0.45193141576931417,0.6627209268441293,0.48281378096818706,0.1801372130111636,0.6414982525750235,0.5416803344029291,0.7207812876778394,0.5404282540538339,0.25434098155176105,0.2098226824597489,1.0
0.5673825259020681,0.2992851540449252,0.7584051331529624,0.5566048023672894,0.7378681313261445,0.48553989623046856,0.11927219020610907,0.48230288357302886,0.674147530343637,0.44288620139932855,0.21731411548761773,0.6497104631608278,0.49661803701375684,0.7135374969857731,0.5659643517463102,0.20050335987744283,0.19519469465919567,1.0
0.4921838721780769,0.25804690745753683,0.8018392448705581,0.5539620365212555,0.6885217602785099,0.5694313012557316,0.22360875932247035,0.5295674640456747,0.6754456066299025,0.5368109924907429,0.1874642674450095,0.6571279436899414,0.5091343237631691,0.845160356884495,0.5248170823144754,0.16800381996428734,0.159673026455777,1.0
0.49542511339700646,0.2997881730907167,0.7221397583207952,0.5701919591147422,0.696166493618476,0.49769004401832395,0.1551262634841677,0.5148785863987858,0.7106791058285391,0.47417022800438446,0.20264496133361418,0.6869940954500232,0.5014926084271444,0.7638389197009887,0.5712431988253048,0.2845425741983298,0.19993049152422154,1.0
0.3719979048022379,0.7825933053754106,0.3377942555646266,0.6092636311209747,0.25041646364329795,0.10249004471064,0.137603327212226,0.40768410782684106,0.5940641708868863,0.40853012337285805,0.171817169680739,0.8260718553709034,0.25638962852467245,0.5469206655413553,0.10903636336844186,0.6189287188695294,0.5731754025108163,0.0
0.5387035778102212,0.32166018641513233,0.7927644673544157,0.5677653302523988,0.7147383485845339,0.48988417984122595,0.19503564487087566,0.46191370961913714,0.6865013311904772,0.48102326579061694,0.20614299040110734,0.6708149613329487,0.5310057560258682,0.7647166626476973,0.5365536323061975,0.2392302374048118,0.16502872544152067,1.0
0.5430499986997885,0.331403851635464,0.7559761964200173,0.5321322011685151,0.7009710256953179,0.5253740345976323,0.15492957746478875,0.43576100310761,0.6919408889614947,0.45685585534818707,0.23397677007793458,0.6475813715274711,0.4904240327365954,0.7600385821075478,0.5833698114090707,0.2318390044218076,0.16396269238953115,1.0
0.40855241895039507,0.7575448199284968,0.32613029896162954,0.5857931195738564,0.2502463917113743,0.08005381026990377,0.20159780569924565,0.40329370528293695,0.5784960859026266,0.4194095480812403,0.17642102729214937,0.8626981183539472,0.25780068867065303,0.5014805883771402,0.058669747872208564,0.6255838129013326,0.5940066671395134,0.0
0.5248841883151861,0.3141428462308038,0.7985500597113615,0.5911375977160215,0.7026377306281691,0.5352568471145346,0.1806865057298214,0.47457902724579026,0.7004799350078811,0.4255900065621927,0.2105286913609966,0.6973157747048215,0.441375948571439,0.7498914878225225,0.5478654474754716,0.20863073181164796,0.24991134122987443,1.0
0.3801706620304844,0.791880527387524,0.30416022885981664,0.6033493372945347,0.2731550809414842,0.10699009944688269,0.12255863478445894,0.4087229890872298,0.5759440855847303,0.43473344955018983,0.1365969066891343,0.8341368937239871,0.23178770325221876,0.5330793344586449,0.12521095885186376,0.6176355017930953,0.5377402652670402,0.0
0.5364746440206993,0.2820893548128676,0.7359374683732198,0.5971403112176076,0.7064303347100657,0.47557919815082367,0.15963216138266698,0.42356544048565437,0.6815651091222972,0.43207948796719275,0.22688291758192158,0.6754852268512794,0.5574677151271146,0.7044224740776466,0.587677836036756,0.22651691876109808,0.19852046244414495,1.0
0.49159877705832744,0.3375518621951379,0.7318976742930783,0.5072764480441077,0.7203167079516282,0.42923728831893965,0.18384242231349252,0.46111873961118743,0.7088335415848009,0.45772839066314497,0.26314205759335596,0.7121213013165046,0.5566980459565797,0.7295490716180373,0.528657031831708,0.2569871026466185,0.1929058798496347,1.0
0.5118635000947297,0.3192661883638654,0.8104079939006702,0.5526750390274621,0.7148999169198613,0.48106580334847343,0.21098509298778584,0.44186781816867815,0.6952787994118919,0.4640633606061212,0.22792856498059158,0.6557837706310942,0.4803633571503182,0.7810272486134556,0.562011717480265,0.2407522544255381,0.16532023547769342,1.0
0.519776215047532,0.32860930138106675,0.7777101198950161,0.546672325525876,0.7299002613155234,0.4746359174464959,0.16584565154031977,0.4658253234082532,0.6390023356542701,0.4642633166157991,0.18958565281497305,0.6007217326292613,0.45904168858085825,0.788811188811189,0.5904429464114676,0.2347238732846222,0.20464713809490032,1.0
0.4816428727984635,0.3521021538530328,0.8045886663113223,0.551790842276001,0.7058350829483331,0.5143835162995011,0.1804987599840506,0.5121684613716846,0.6863335526228647,0.44106841949316605,0.19358769897391148,0.6661545072967993,0.4684976241045724,0.7462261876054981,0.5548085616138537,0.2173549731657457,0.14721114972693097,1.0
0.5439044233191053,0.3059454988179053,0.7554954693582885,0.5631085606947035,0.6926630118208497,0.45359816155456123,0.20935796319110553,0.47526559225265597,0.6704828932089416,0.45669225497663246,0.1964688713026209,0.6817743869295358,0.5139539188072327,0.7642150952495781,0.5784636908069182,0.24647225303284276,0.16765160649691466,1.0
0.5179094829988076,0.29557771737409155,0.7820450972586752,0.5300199533733579,0.6919657168999629,0.4574837857402785,0.17358792848496338,0.43360193683601933,0.6637011068970237,0.456128742585722,0.20873077964673667,0.6376815860064716,0.5274964311173581,0.7722787557270318,0.5143113965020921,0.26572129182438115,0.16674799631179515,1.0
0.5657665489046648,0.2929881008050168,0.7699594502506529,0.5500813952231761,0.7515334110562063,0.5019650960177544,0.1587023729274211,0.4808394160583941,0.7547342255032252,0.47158897769763386,0.23548882135227034,0.6458349276991877,0.5398019751176952,0.6962334217506633,0.5509426079238182,0.19744937801232537,0.13764210227675722,1.0
