@relation relation name
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute f8 real
@attribute f9 real
@attribute f10 real
@attribute f11 real
@attribute f12 real
@attribute f13 real
@attribute f14 real
@attribute f15 real
@attribute class real
@data
0.44423179380014166,0.08079117741482579,0.01616314158562419,0.5985052249320042,0.6573212766638715,0.5474684985542377,0.3782382043011323,0.4400173403237302,0.31751551949760065,0.18571006993885408,0.8562064959281069,0.3835643149500324,0.43409311789078486,0.2902966667420967,0.08730141228710064,0.7382782144680223,0.0
0.44503354420231,0.5894614650481079,0.12828243418462096,0.6772464947373971,0.6931399350781408,0.46779588866282545,0.30411709169620343,0.5217591720563334,0.6987462420037558,0.11451508688369019,0.3154323958197147,0.19659935081483715,0.7082322333467352,0.015254803014188401,0.05090178734454566,0.08027245729040769,2.0
0.4461542705709324,0.08795554766318188,0.024866440982187026,0.5907638873192745,0.655754913490887,0.5371980559585761,0.3895304039153376,0.4441157902010133,0.3204862347180352,0.1820621336469641,0.8606571589378121,0.3836368698718408,0.4355270273183176,0.288335483092334,0.09278790642616652,0.7415760492991224,0.0
0.3688327721080517,0.2311467278772732,0.7278720933061453,0.1634458181708594,0.5477191242558693,0.8518453801132628,0.1604360294677698,0.8746423321599587,0.20929186613193795,0.7966017408571447,0.6154998048198826,0.3196343594715463,0.12484665135288886,0.800100699237401,0.22839781140044085,0.5122888201645057,1.0
0.4408178888618764,0.08554992883742128,0.016373087621383498,0.5955292362633635,0.6517567931266947,0.548193470972755,0.3792655730503463,0.44866857170441554,0.3199634552239364,0.18254393655344014,0.8594146821809361,0.3828659738276259,0.43156268948925647,0.29527505600687914,0.08907437904265088,0.7338226291111107,0.0
0.44435248740907013,0.08195462215601182,0.01734803015654045,0.595246705693556,0.6572260833218669,0.5504892169647264,0.3749169691204837,0.44626440018286845,0.31463608323645326,0.19103571278008022,0.8554832631890298,0.37319803049664757,0.4301100361476383,0.2923898531375166,0.09337007461455614,0.731086127868283,0.0
0.4451887216995038,0.08140351675229213,0.015557631988927827,0.5998331186101002,0.6567760784323907,0.5453028758168719,0.3793187128132367,0.43752798162228573,0.3132254084111072,0.18550358297893577,0.8530632151775026,0.38181392746140314,0.43143148209065874,0.2913809750099944,0.08882739859909164,0.7380677143724202,0.0
0.44630082709605995,0.08062497102322778,0.01692002858149465,0.5975634563659787,0.6558501068328916,0.5488812653185278,0.37727283194195715,0.43961033490866513,0.31670230695122475,0.18503038369578967,0.8535639147660944,0.38455287575967273,0.4344586242154501,0.2904663845579416,0.08871272910743913,0.7386202771233757,0.0
0.43819711335371325,0.0850775527770901,0.013787057052159424,0.5939847358150817,0.6585760979902955,0.5480819367545215,0.3719499990257709,0.4479492132963936,0.3183038377823528,0.18158893436381798,0.8597206652628533,0.3793651988503673,0.42966955416663155,0.2891463571013705,0.08352613979269519,0.7433214459251567,0.0
0.0156720651193746,0.4082352642725365,0.8107061665565876,0.5528859555937284,0.33901204888091574,0.8093043703753962,0.2989625346958368,0.4062548213577511,0.11522474954298287,0.4700254064996934,0.31092609952238826,0.5746830483587625,0.8227106886232877,0.6872949243058539,0.01757265855923958,0.5167444055214174,3.0
0.009788251684106894,0.40828775050146215,0.8105259553670946,0.5634055104762334,0.3396437865142189,0.8204020250896225,0.30701320877372906,0.39332530049777703,0.11783034892626901,0.47846556098635384,0.3199572365462484,0.5616413011636904,0.823507304971917,0.6791013253075663,0.01006092478298799,0.5236119711404368,3.0
0.44365418867169776,0.08076493430036294,0.015719822059471495,0.5987029963308697,0.6572953148433247,0.5477566286180073,0.3787253187942941,0.4403391585588979,0.3173412596662344,0.18549497935560585,0.8563548513617638,0.3837547716197796,0.4330247147879173,0.2902872379745498,0.0866486782576941,0.7380063185112029,0.0
0.44416282602361096,0.5892165293131215,0.1278679484487871,0.6763141438570319,0.6925081974448376,0.46721033401710005,0.30378939649171277,0.5224217390110903,0.6984309146898549,0.1149280608035268,0.3152747681714543,0.19591914842288277,0.7083446968312477,0.015558409329199756,0.051119659378685414,0.08048295738600982,2.0
0.4441455840794784,0.08052874627019736,0.016017170522134885,0.5985523133603055,0.6573385845442359,0.5472919027087015,0.37827363080972587,0.43977124402624895,0.3175238175848086,0.1857702953021636,0.8564197568639885,0.38343734383686756,0.4342805570316388,0.2903438105798314,0.08723966717621084,0.7383483811665563,0.0
0.017309187714769962,0.40710681035063423,0.8088229596263861,0.5542232669574848,0.3245340069560371,0.818729011816121,0.29819200813392627,0.3977361033680171,0.11267723677015212,0.4668764803609392,0.3237310278898943,0.5682165909525828,0.8236947441127709,0.673792929178641,0.010331721197890432,0.5265238891295996,3.0
0.45720635675996274,0.08974882715147614,0.01376633276536773,0.5931465617913191,0.6525616095636424,0.5496991829189062,0.37745882111207346,0.44584792952559255,0.31839511674163995,0.18434209382939534,0.8573562505389475,0.3862669857873978,0.43090665249626764,0.27800155386089165,0.09026517760981147,0.7429706124324864,0.0
0.01737987968571384,0.40855892935091154,0.8119316026451397,0.5511719368035621,0.32498401184551334,0.8224282300541963,0.3117692175524179,0.3927763164495498,0.11347385314211222,0.48127894581524067,0.3091365621039026,0.578954719380236,0.8204333030619122,0.6869083448364295,0.008305599487691991,0.5258923888427932,3.0
0.4402575256775652,0.07974145283631207,0.018538325063141497,0.5963109041731647,0.6601338072230978,0.5467249370993481,0.38380902277747364,0.4430462178311912,0.323025449403658,0.19056251349693412,0.8515518441971235,0.3815781239655256,0.4291540965292832,0.29438875185746716,0.0846640139790931,0.7384448603770407,0.0
0.4474646583250139,0.07738832023947717,0.014861115741537503,0.5953973886641201,0.6561183789785409,0.5492344570096002,0.3829942130798211,0.44688910616878225,0.31571483457348254,0.18541754674563649,0.856846278735752,0.38400871384610924,0.433530800468223,0.2925878572560023,0.0871602806050668,0.7375765474826819,0.0
