@relation relation name
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute class real
@data
0.8791886074642394,0.17946043533556508,0.49290746913332356,0.6917325227963527,0.22273252163528037,0.7788250912711582,0.7859928395215361,0.41177206033381847,7.0
0.5932632816285036,0.7734442381627612,0.6222106207247367,0.14302127659574468,0.15735650756155428,0.17040975771656156,0.28419599329356793,0.7354188806629932,5.0
0.3528318520812981,0.2180478605990615,0.32683649474139825,0.7649544072948329,0.42716634541220827,0.8068569532027878,0.4912327020968531,0.269850058494155,1.0
0.8811742000047654,0.6301767362989168,0.7398141083133654,0.7202507598784195,0.39582757051132883,0.26084301360769996,0.0029159862978913736,0.7319896050081713,8.0
0.3856973798120835,0.7393468504685193,0.09977734049056487,0.5214893617021277,0.531510013040443,0.3877597079322934,0.3569443019710655,0.2018003697187815,4.0
0.8852406935277626,0.6326253161226191,0.7335849965864826,0.7205243161094226,0.40154465583329313,0.2648788582807833,0.009064109657228672,0.720853389535351,8.0
0.3791131549476995,0.736562047743652,0.10401634918722587,0.5196732522796352,0.536440427422105,0.38882177231994686,0.3628973535826776,0.20096984202112933,4.0
0.38290960788518513,0.7380896691859021,0.10066083914523737,0.5179787234042553,0.5324247466919573,0.3878858280783272,0.35406026708012917,0.2036311028157568,4.0
0.6060346128491665,0.7326297016387213,0.5418479400648791,0.2218806990881459,0.24299387201632183,0.22497046133421836,0.31898939381454394,0.8498709556426766,5.0
0.6350242639408453,0.7475258379990353,0.537591082910548,0.2109308510638298,0.23989292493768838,0.2195068038499834,0.3687326894844556,0.8264732936227975,5.0
0.8706505595399779,0.19188606429166605,0.5353154045576037,0.6517857142857143,0.16176552376185313,0.744400929306339,0.7683270747814271,0.3921966118042097,7.0
0.6215142922951067,0.542502960223369,0.7997849260850748,0.43867021276595747,0.43175830834281004,0.3612479256554928,0.5750126544388072,0.5923716477490912,0.0
0.8836601618655039,0.6262663177744967,0.7309434248513001,0.719338905775076,0.40006278731783995,0.26140723531364085,0.011362929304989638,0.7315788063620208,8.0
