@relation relation name
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute f8 real
@attribute f9 real
@attribute class real
@data
0.05892558621326231,0.5401617356296282,0.6063676608683988,0.22625492560735946,0.6653295149654657,0.4526941777879657,0.7561710213355892,0.5562378659147675,0.3711100869617653,0.24548698302272434,3.0
0.055461637602431335,0.28874145895998865,0.7618029781335242,0.22206889553136758,0.4638621122177229,0.5959991278143362,0.268991420586164,0.08477194531101104,0.4469765819159155,0.5928758153098377,1.0
0.7775568949072348,0.029622000679790542,0.84269552385637,0.24667767840234997,0.6581813712687999,0.479791569990104,0.23803997820820028,0.638482912198694,0.10528015988215583,0.5950342823186022,4.0
0.7724801974613092,0.03208475062846551,0.8476143630103297,0.2560917157377515,0.6562203760953784,0.48313681201230746,0.24579998494062621,0.6456778718968886,0.10990606061911262,0.5951497558622809,4.0
0.0032631028364551347,0.7752091122599969,0.11544068327147519,0.30268168684327124,0.7441850167317168,0.679276085899106,0.5885513325331195,0.7258711235900751,0.08516567529967137,0.5135987862842302,2.0
0.04486980065843227,0.29229374788630297,0.7771944730134598,0.21510123940920797,0.45091231459784686,0.5877338640993097,0.2830232135817835,0.07602674081092395,0.4488975798010949,0.5777398985076377,1.0
0.005528814103988543,0.7773473005585697,0.11550328667888923,0.3059707104744077,0.7438054692787965,0.6794251774655551,0.5899509684506119,0.722232607849163,0.08458851450008831,0.5165566855184629,2.0
0.002364852160416802,0.7751154067967128,0.11545856995930781,0.3030712957031579,0.7407419791230827,0.6794810868029735,0.5925022035407246,0.725697860935746,0.08209897015561805,0.513225717912345,2.0
0.7857958449709926,0.02843108942823482,0.8439654786924832,0.255185648621736,0.6583801818393773,0.4877120594577166,0.2469250087477245,0.6463070889047156,0.11350685486128759,0.5949276913552064,4.0
0.4984069084109082,0.18120166182379796,0.7673478513616242,0.3060069531590483,0.501518641653887,0.5378347804533501,0.026440717003361782,0.14475730005717666,0.6058680886071043,0.7010389954157004,6.0
0.7808046138120357,0.5447958967229495,0.5522425434870099,0.4664170753784416,0.056501964158068865,0.08555619540686156,0.755364901914755,0.2786893318536095,0.2432474340033855,0.05312315964039762,5.0
0.05565222742237097,0.28803440864611796,0.7645575280597416,0.221688347342641,0.46683523393226517,0.5956357171211164,0.269221740420688,0.08873874818644156,0.4497762425109079,0.5940483159071913,1.0
0.057431635517053936,0.5407154497308524,0.609086437418951,0.22421627459632443,0.6655554360683945,0.45049507718284026,0.7580844476531737,0.5577151580201003,0.37011082348786023,0.2472368513384716,3.0
0.49561216082704007,0.18528210881589516,0.7653803157000403,0.30513712872767335,0.49580735617184823,0.5357568167459648,0.027733165613248702,0.14424663118125916,0.6072033113524083,0.7011367037988132,6.0
0.005437365176932305,0.7797751239254751,0.11271296337700665,0.30382333140945084,0.7449170011052061,0.6795369961403921,0.5932374553201667,0.7214939617964966,0.08203005543327979,0.5162013823071436,2.0
0.4983128954952428,0.18213871645663865,0.7621428252023433,0.3049287332909898,0.4961959404688856,0.5354399971672603,0.029951322788818856,0.14190302580428069,0.6057216448221354,0.704085720452763,6.0
0.49559506756964644,0.18508617921084666,0.7608460403344811,0.30217428925830253,0.49578024563949674,0.5426336652484332,0.028044097389856183,0.14077225900760623,0.6023965094693137,0.7001329722268362,6.0
0.7769842707845462,0.029273586729943412,0.8394759200465055,0.2510177398880645,0.6569071762482818,0.476502237305319,0.2437891156161277,0.6496537938593892,0.0984834453915433,0.6005681298348995,4.0
0.05248399216445081,0.5440121783027555,0.6046415954925547,0.2267079591653672,0.6651487780831227,0.45041121317671257,0.7584742196808298,0.5571041791864133,0.3694130619241852,0.24083251095444216,3.0
0.49508226984783565,0.18496691771212148,0.7648705450968118,0.30466597382734534,0.49929557800106816,0.5377881893388348,0.030722008388957053,0.14204893119739995,0.6031459570747424,0.7012610599227749,6.0
0.18365166676352843,0.6757705783586381,0.493681527523141,0.4168552041323909,0.03331342215346188,0.033025645613073834,0.34988683323515213,0.25129559429546394,0.21242532443759127,0.3497684755449241,0.0
0.05938966815150096,0.5424702974978085,0.6069132048472925,0.2215886799598793,0.6605128770510247,0.450075757152202,0.7537083707972166,0.5574871808433514,0.36844825581144935,0.24425230436338993,3.0
0.4981077764065186,0.18150833424909127,0.7650762420068865,0.30186622643885724,0.4961869036247686,0.5423261638926318,0.030260482874391533,0.14085433079123583,0.6061179044755806,0.7006126315621173,6.0
0.0008298776464635768,0.7755072660068097,0.11252515315476458,0.30135882885388854,0.7416908477553834,0.6798258610503873,0.5940169993754789,0.7254698837589971,0.08221095657941777,0.5128260017996108,2.0
0.7798132048832017,0.5414480560801641,0.5543621159951707,0.46525730946994165,0.05781501760829076,0.08400937040495134,0.7578364109083017,0.2829661836894185,0.2431612906004626,0.0572011522483143,5.0
0.7833173226489079,0.03198678582594125,0.8453785270312572,0.25156138015767376,0.6590669819922806,0.4887929733144733,0.23921815274634256,0.6387747229849325,0.10750265967756525,0.5976368783415157,4.0
0.09827939271075131,0.14948662184138048,0.253973080534812,0.21896108532343425,0.600056389907291,0.3442952907565092,0.204741045209126,0.31083411377520176,0.35886049506613665,0.6298806447687376,-1.0
0.18921552204517403,0.6469689264165072,0.8896391360729777,0.560068172489809,0.5734428839822842,0.7328279129230706,0.6366438856727775,0.5848991565756368,0.10359174918486806,0.22896538369637923,-1.0
0.007747518913689307,0.7740931653790684,0.11299915038232797,0.30667744282489984,0.7397479262701961,0.6827517830419525,0.5931045784925567,0.7225061804612617,0.08735371773391165,0.5186352093046805,2.0
0.4979710303473691,0.18251353830977493,0.7651925054777982,0.3048200052370679,0.49590676145713686,0.5384777378336623,0.03000978859296728,0.1439730585691605,0.6024740385319441,0.7044854365654971,6.0
0.49803940337694386,0.18469432000074965,0.7650762420068865,0.3047475198677867,0.4983918935893531,0.5420652536513455,0.02776328436084031,0.1413102851447336,0.6036111314505257,0.7010034650945683,6.0
0.002585355180795383,0.7784717661179786,0.11578947368421053,0.3032887518110017,0.7417721793524378,0.6783163089400894,0.5933969075132988,0.724685642270981,0.0808498908132368,0.5125239940699894,2.0
0.0032263523330587005,0.779587712998907,0.11569109690113133,0.3026001408028299,0.7416818109112663,0.6866281637696312,0.5925996465476385,0.7276584646557863,0.08482110168797997,0.5170452274340269,2.0
0.002116999928208317,0.7754476352574472,0.11604883065778296,0.30242798805078686,0.741609516158329,0.6830313297290447,0.5918643947681963,0.7207553157438302,0.08183192560655723,0.5134033695180046,2.0
0.18707886487096295,0.6731979374575663,0.49429861825336496,0.41356618050125443,0.03006106195569958,0.032484256862405254,0.35006400233863216,0.2559189714399312,0.21622424850648878,0.35513355403584473,0.0
0.7814712508503894,0.5457499887127509,0.5536824218575326,0.4654294622219846,0.05996669019258419,0.09109121981128734,0.7572871866875135,0.28234608576866155,0.2446601858113201,0.06058275056204527,5.0
0.18638658794651858,0.6733938670626148,0.4906229039037696,0.41598537970101596,0.032567882513797,0.032376165476729606,0.35014372843519814,0.2541225112871501,0.21463059555241612,0.35258425349462913,0.0
0.006479199215077617,0.774544655338528,0.11561955014980102,0.3039320594633727,0.7414197424318689,0.6790804032181414,0.5940258578306529,0.72486802401238,0.08500200283411796,0.5133944869377216,2.0
0.4956548939705243,0.18472839471467112,0.7670437776684703,0.3050284006737515,0.49620497731300284,0.5424100278987594,0.03171149783189309,0.14470258553475693,0.6059111603085657,0.7013410031453218,6.0
0.12273129741242268,0.2946278657899243,0.21404104994857576,0.7958358967482156,0.42979320989606723,0.0883423440548806,0.8519663555872491,0.8016598562284732,0.4449263689263517,0.0024373800296500527,-1.0
0.781385784563421,0.02778111426018259,0.8381970218664759,0.2516066835134746,0.6459364474900617,0.48520545749678984,0.24106071142253505,0.642559144118964,0.1028509159197316,0.5924405688759716,4.0
0.0008170577034183127,0.7781310189787637,0.11541385323972633,0.30247329140658763,0.7444922694316999,0.6801519988519948,0.5918643947681963,0.7278043700489056,0.0817974682453881,0.5130125359855534,2.0
0.4945096457251472,0.18247946359585346,0.765648616017529,0.3026001408028299,0.4950572981101248,0.5382075093694731,0.03019404446058652,0.13972356399456137,0.6024309668304827,0.7014031812073026,6.0
0.49533012208004423,0.18477098810707296,0.7658006528641059,0.3020927432178611,0.49606038780712836,0.5407420659991091,0.027481585486307043,0.14038925735066812,0.6031373427344501,0.7011011734776812,6.0
0.7783346381186476,0.5437055058774622,0.5518132629790279,0.4657284643702698,0.06189605641159572,0.08857529962745744,0.7524504701625083,0.27755856505693505,0.23873351969022832,0.05805387995548051,5.0
0.005933069641349275,0.775396523186565,0.11237311630818764,0.30661401812677874,0.7441669430434826,0.683590423103229,0.5887019262710775,0.7224970613741917,0.08620801047503779,0.5128792972813088,2.0
0.059891355256005724,0.29857201392633564,0.7641461342395922,0.24269098309188156,0.46034677985615147,0.6193692308552452,0.26420785479220277,0.10877338247913323,0.4492766107739554,0.6031884910183789,1.0
0.0033083999685484047,0.774246501591715,0.11575370030854537,0.3013225861692479,0.7389526839878869,0.6826586008129216,0.5940347162858269,0.7252236684081084,0.08468327224330344,0.5134300172588535,2.0
0.49833853538133344,0.6927653419269763,0.8078701426463355,0.028983274907105467,0.31891113257863635,0.2906782361722231,0.1638415576707578,0.5278319096918569,0.8084773722816373,0.24045056000227397,-1.0
0.005227118110989942,0.7744339125182832,0.11016411036086393,0.3039229987922125,0.7408594580966056,0.6785958556271816,0.5895877717884778,0.7249500957960097,0.08501061717441025,0.5172051138791205,2.0
0.49900517241968734,0.18559729991966886,0.765246165541296,0.30099640200748234,0.49523803499246777,0.5370520497294919,0.027089155922098745,0.14514942080118476,0.6032924008597111,0.7014031812073026,6.0
0.04361344623999616,0.2832213553047089,0.7638420605464383,0.22150713391943794,0.47311584059368444,0.6079450895760767,0.27404074003534523,0.08017592542775359,0.447235012124684,0.5887809457993833,1.0
0.7764287399192514,0.5423169612851619,0.5487367526718241,0.4678214794082657,0.057755374437117576,0.08813734315101299,0.7525833469901183,0.2789355472044983,0.2423084709115264,0.056315558994101074,5.0
0.05467021978510357,0.5401191422372265,0.6040155614184144,0.22588343808979303,0.6643444989566963,0.45240531287797037,0.759413215929274,0.5566938202682653,0.3673111628928678,0.2441368308197112,3.0
0.7770099106706368,0.5422062184649171,0.5498636140052767,0.47054874142747255,0.05886600257911531,0.08647869947426587,0.755347185004407,0.28107853266593774,0.24335080608689286,0.05489168137473919,5.0
0.06666541316112445,0.29159521625091256,0.7554710906407907,0.2133253478618175,0.46114202213846067,0.5965395847427146,0.26713114499962354,0.09992786802127665,0.4747147576570718,0.5838866440634608,1.0
0.7801294301449849,0.0209176150085485,0.8412109287662658,0.2541889747941189,0.6601152559098701,0.48391022451326265,0.2430715807470335,0.6364219985208841,0.10985437457735894,0.5916056063293714,4.0
0.49530448219395373,0.18248798227433383,0.7664356302821625,0.30493779396214993,0.49486752438366466,0.5420466172055394,0.027262781643509194,0.1446113946640574,0.6016470618638848,0.7015541850721133,6.0
0.05801195160556967,0.5421210316801133,0.610562089165139,0.22658110976912502,0.6665765994536323,0.4532253164934409,0.7533894664109526,0.5580708024158285,0.3736254743271124,0.24545145270159238,3.0
0.49782573765952276,0.18600619648672662,0.7650672986629702,0.30529116013739604,0.4954006981865764,0.5419068438619934,0.030624565382043025,0.14437429840023855,0.6064883211081488,0.7039524817485182,6.0
0.49532157545134736,0.1852139593880522,0.7627151992129858,0.3024642307354275,0.49834670936876735,0.5409097940113645,0.025341382716268106,0.14135588058008336,0.6064452494066873,0.7055779939403037,6.0
0.07326341051508821,0.3009231691869177,0.7522336001430936,0.2151193607515283,0.48442093258423913,0.5918804732911778,0.2588307725015835,0.0872614560811088,0.4526103604670696,0.5978500602683072,1.0
0.05471551691719684,0.5460311051026032,0.605079819344453,0.2215796192887192,0.6610550876980537,0.451725082606046,0.7556217971148012,0.5582623032442976,0.3737116177300352,0.24585116881432653,3.0
0.7770611904428179,0.5424191854269264,0.5523588069579216,0.46657110678816427,0.061412585251328186,0.08896666498938653,0.7581110230186957,0.2786710936794696,0.24435006956079786,0.052724331785691754,5.0
0.49782573765952276,0.1860658272360892,0.7611411706837188,0.30561734429916165,0.4986901094452191,0.5416645700665135,0.026004881008800874,0.1446296328381973,0.6059197746488579,0.6999286728803277,6.0
0.7827959782984003,0.5422147371433974,0.54867414926441,0.4662992866533595,0.060589328752255825,0.08851007206713593,0.7572960451426876,0.2784248783285808,0.24465157147102784,0.05793840641180175,5.0
0.4982359758369713,0.18085239600610278,0.7663819702186648,0.3063150159784936,0.4951476665512963,0.5376390977723857,0.026447803767500982,0.14039837643773806,0.6071688539912393,0.7040768378724799,6.0
0.49510790973392627,0.18225797795536383,0.7662478200599205,0.3049559153044703,0.4959429088336055,0.53844046494205,0.03113569824558295,0.14410984487520986,0.6034130016238032,0.704014659810499,6.0
0.7759928618557124,0.5452984987532914,0.5522872602065914,0.466263043968719,0.058349095095614326,0.09165963140837485,0.7576238079841257,0.2784339974156508,0.23788931434158445,0.06027807805833902,5.0
0.18409609145576433,0.6757961343940792,0.4944953718195234,0.41623001782234015,0.03036108518038896,0.02954715300335642,0.35004628542828414,0.25487027642688637,0.21189984967976191,0.3526020186551951,0.0
0.49880859995965987,0.1855632252057474,0.7659169163350178,0.30161252764637286,0.49815693564230723,0.5383752373817283,0.027555110664251262,0.1441189639622798,0.6054287572521978,0.7051871604078526,6.0
0.7785653970934624,0.5444892242976562,0.5472789876134687,0.46588249577999236,0.0616240474036695,0.09143599405870106,0.7545144902180508,0.2779324476268032,0.23813913021006067,0.0557870454672637,5.0
0.1841473712279454,0.6755320553611877,0.49434333497294647,0.4158404089624535,0.0330260505105365,0.02952478926838905,0.3500817192489802,0.25212543121882985,0.21109010169228717,0.35264643155660996,0.0
0.058209378728466765,0.5408091551941364,0.6093457943925235,0.22310181204362528,0.665175888615474,0.45181826483507675,0.7520606981348522,0.5554901007750311,0.3733928871392207,0.2451050320705561,3.0
0.7818729423991412,0.5444040375128525,0.5471090640790592,0.4664080147072814,0.06105743727752419,0.0879882515845638,0.7594663666603181,0.28285675464457904,0.2425152150785413,0.05527896187507716,5.0
0.05440954760984981,0.29186781396228445,0.7680275454992622,0.222268230296891,0.46470253872061784,0.5905666038618442,0.2734826573593831,0.08808217391740478,0.4444956519117375,0.5972904577104794,1.0
0.7875649971112394,0.03583722849906848,0.8426150337611233,0.2568528121152046,0.6665043047006952,0.48512159349066214,0.2385980608841624,0.6467448050840734,0.10254079966920934,0.6051693064214838,4.0
0.05334378301135334,0.2856321413146536,0.770147118007423,0.224832400235215,0.4703505662938366,0.5720326585076307,0.2622147023780523,0.0902160402917743,0.46193969100361376,0.6004260085503719,1.0
0.18754038282059257,0.6726101486424209,0.4941197513750393,0.4158947729894144,0.033788760154023975,0.03309832775171782,0.35319103701505494,0.2541225112871501,0.21438939402423215,0.35579974755706834,0.0
0.7765142062062198,0.5465251884544646,0.554558869561329,0.4687094251819609,0.06058300296137381,0.08797893336166072,0.755232025087145,0.27714820613878705,0.2394829672956571,0.0552629732305678,5.0
0.05420442852112556,0.28470360536029327,0.7629119527791443,0.24294468188436588,0.45169852003603894,0.5925141124485866,0.26658192077883536,0.08275662706855091,0.4506979769221824,0.6056578483370477,1.0
0.4994666903693169,0.18485617489187667,0.7628761794034791,0.3020565005332205,0.49865396206875046,0.5408259300052369,0.03078047419310546,0.14123733244817394,0.6032321004776652,0.7046630881711566,6.0
0.49370626262764383,0.18574211745383515,0.7618208648213568,0.30028060898583003,0.4960784614953627,0.5380025084656055,0.03015683894885571,0.14431958387781882,0.6018710347114843,0.7003728018944767,6.0
0.00279902089821649,0.7782076870850871,0.11548539999105664,0.3032978124821618,0.7415643319377433,0.6799563161710303,0.5938929810030429,0.7249045003606598,0.08018658661073089,0.5133056611348917,2.0
0.0604622700529549,0.2888010897093512,0.7682153557215043,0.217375467870407,0.47315198797015307,0.5883675032567188,0.26708685272375354,0.0849178507041303,0.44958672702447766,0.5930801146563464,1.0
0.777215029759361,0.5451366438621644,0.5553011671063811,0.4699597978020624,0.060946284094883243,0.08953507658647403,0.7584299274049598,0.28391456874469384,0.24117999233323717,0.056996852901805735,5.0
0.005604879099390454,0.7737779742752947,0.11258775656217859,0.30599789248788817,0.7406064264613255,0.682677237258728,0.5899332515402639,0.7256613845874661,0.08203866977357206,0.513225717912345,2.0
0.05703079863117194,0.5422828865712404,0.6060099271117472,0.22494112828913687,0.6588952819540549,0.45040189495380956,0.7585273704118738,0.5558275069966195,0.3705846122039359,0.24364828890414722,3.0
0.49880859995965987,0.18172130121110053,0.7648437150650629,0.30520961409695463,0.49477715594249316,0.5416552518436104,0.030970045133829113,0.14164769136632194,0.6056613444400895,0.7010922908973982,6.0
0.0594913730329934,0.5439610662318732,0.6099002817153334,0.22237695835081286,0.6660072782742519,0.45097030655089704,0.7528225252798164,0.5556816016035003,0.3743232358907874,0.24418124372112607,3.0
0.1873352637318683,0.6719201356855108,0.49095380762867247,0.4117087429134226,0.02948360761661369,0.03256718904624261,0.3497628148627161,0.25491587186223613,0.21529389975492202,0.3517670561085949,0.0
0.7744373754328866,0.025111360424434636,0.8417028126816617,0.24223794953387376,0.652397791033824,0.4907218454554095,0.23633029635961783,0.6451216075856213,0.10689965585710531,0.5986583750740585,4.0
0.7818643957704442,0.034970878897614854,0.8502884228413005,0.25019321881249035,0.6691069158064344,0.4843668174355132,0.24704902712016052,0.6518058984078986,0.1130589091660888,0.596970684820292,4.0
0.4945609254973282,0.18509469788932703,0.7617761481017754,0.3025276554335486,0.4962863089100571,0.5385336471710807,0.030423478449593176,0.14134676149301342,0.6035163737073106,0.7009501696128706,6.0
0.496005305747095,0.18488173092731777,0.7627330859008185,0.30634219799197404,0.49864492522463333,0.5366234114759505,0.027322133293175007,0.14209452663274974,0.6029047555465584,0.7037392998217267,6.0
0.49593693271752015,0.18540137031462034,0.7655860126101149,0.3002534269723495,0.4955001034718651,0.5405650197639507,0.03149446568013005,0.14069930631104657,0.6064538637469796,0.7037481824020096,6.0
0.498911159504022,0.18558026256270813,0.761615167911282,0.30606131718600926,0.4957712087953796,0.5383472827130191,0.0309177802483025,0.14019775652219904,0.6075737279849767,0.7039258340076693,6.0
0.005203187550638776,0.7753624484726435,0.1168447882663328,0.30699456631550526,0.7412299687054088,0.679667451261035,0.5919795546854585,0.7225152995483316,0.08109970668171305,0.512719410836215,2.0
0.05313866392262907,0.5415502802219286,0.6047399722756339,0.22181519673888322,0.661913587889183,0.450327349170585,0.7582793336670018,0.554295500368867,0.36659617264860817,0.2433107508533939,3.0
0.1830277628686588,0.6722438454677648,0.49460269194651885,0.41277790211032095,0.03243052248321632,0.02890326380075403,0.3526152374287448,0.25471525194669714,0.21146051832485538,0.35069226389435415,0.0
0.7656087079890466,0.03324243903394779,0.8415597191790012,0.23716397368418665,0.6519640225162008,0.4846743187913147,0.2402634504568748,0.6328381973023917,0.10906185527046877,0.6106853887772151,4.0
0.05835125276483437,0.5437736553053052,0.6078611993024192,0.2225400504316957,0.6590037240834606,0.4531507707102163,0.7562241720666333,0.5594933799987416,0.3705932265442282,0.24323969021113004,3.0
0.005866405937513888,0.7779606454091563,0.1165675446049278,0.30752914591395447,0.7437783587464452,0.6800774530687703,0.5919352624095884,0.7247768331416805,0.08194391203035693,0.5131013617883833,2.0
0.7858727646292643,0.025809040191976936,0.8467915753700309,0.25745081641177486,0.6657994308595575,0.49026525253315895,0.24704016866498651,0.6545416245288852,0.11887358886338087,0.5996798718066013,4.0
0.05676072516435167,0.5424617788193282,0.6080668962124939,0.22228635163921132,0.6655192886919258,0.4512405350150862,0.75958152657758,0.5583170177667173,0.3724108523459002,0.24313309924773427,3.0
0.18412173134185486,0.673257568206929,0.49465635201001656,0.41727199500575807,0.030341204123331234,0.02946887993097061,0.349443910476452,0.2542410594190595,0.212235808951161,0.3515183438606714,0.0
0.109654955506251,0.11283926701882885,0.08769843044314271,0.11044142683825162,0.6057496017010955,0.4907963912386341,0.31608296829115967,0.1270206757061137,0.4861287585443488,0.5833892195676138,-1.0
0.7827532451549161,0.5451792372545662,0.5527791441219873,0.4690809126995273,0.06034262290785762,0.09001962417743387,0.7527870914591205,0.27899026172691804,0.2445137420263513,0.0540309593453183,5.0
0.056669276237295424,0.5470533465202476,0.6103921656307294,0.22434312399256662,0.6638745830626045,0.45005712070639586,0.7548068192387929,0.5549703128120438,0.3738752901955886,0.2477342758343186,3.0
