@relation relation name
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute f8 real
@attribute f9 real
@attribute f10 real
@attribute f11 real
@attribute f12 real
@attribute f13 real
@attribute f14 real
@attribute f15 real
@attribute f16 real
@attribute class real
@data
0.7691174378848994,0.09584015700686739,0.27921733543204297,0.24890159824912905,0.8177874734754775,0.19357732246143144,0.34048742818722244,0.524798090858277,0.27348283250348837,0.7801564267016741,0.34056972017038817,0.7730071538184402,0.3250246667048313,0.2323121631346612,0.8654423114461793,0.8133879361021356,0.5131834100315475,0.0
0.7360163099881117,0.11800438086009954,0.2616412090471156,0.2613015833760646,0.8026783111314091,0.24067192843165486,0.27188191559068353,0.4785003999692074,0.30052840662147634,0.8203623595283472,0.392789464206943,0.7367343994032283,0.2712798736525918,0.26641804983017875,0.8384914054003513,0.8238113837304264,0.49815873210445943,0.0
0.799215757892907,0.06933601098258431,0.24882457530027302,0.28513307501472174,0.8230946344422112,0.22542759123832407,0.21127435643102976,0.47251759697161394,0.2523541925596078,0.756834771330734,0.37201017908675943,0.7830531731173244,0.27514404345381016,0.2477496576576258,0.8634000790647395,0.805363222825851,0.5516006176717453,0.0
0.7502840375298306,0.11400600291344469,0.29441371549792794,0.2412315935018544,0.8093844686114825,0.20384448016074172,0.2302659295742635,0.4789606155844069,0.2761286780684565,0.7767716628838504,0.343437471120033,0.7659286578354867,0.29189719792968055,0.24556326938516465,0.8403367961064715,0.8369886415194089,0.5161713204861696,0.0
0.7166648813715283,0.1078953364321242,0.27885187439019,0.2713409018784162,0.7999886275122142,0.21163684805618596,0.28563345027526843,0.49810558517670606,0.23564037850078917,0.8169301457504605,0.3531744859723152,0.7322422769525078,0.27563232634808177,0.22279650567354486,0.8023053440874501,0.7962575009764585,0.5562314532481396,0.0
0.7572554687102151,0.11705845725617996,0.29194897823891974,0.24303019664439457,0.7578201648649698,0.22091960981120756,0.30677429509119664,0.4597989108788277,0.2510655818954014,0.7751346392616786,0.3784411820469263,0.7553472138404561,0.31184102855949813,0.19412560844884164,0.8468325713920151,0.8265257410234863,0.519465683295112,0.0
0.7716197777922164,0.10700616824443981,0.26217665196890017,0.2641551364387485,0.8158469299247161,0.22119560867409221,0.2246264689463528,0.4922650306419924,0.24963209784291152,0.7841184983669304,0.387082544543032,0.7668270823256308,0.3040537582629252,0.23389663074911682,0.8461436255283968,0.8314415683303941,0.5186655021477202,0.0
0.861905957676213,0.1374706660865002,0.32735620382867187,0.23695126390782853,0.7765486665758072,0.18677855047237202,0.21786482222384945,0.4971349486064672,0.2801622581948776,0.7709274094694303,0.32434453788718204,0.7831892980400734,0.32931818870618507,0.20838581697894254,0.8225144227535853,0.8948975606291942,0.4841215117635142,0.0
0.7650434529129871,0.13679700397205657,0.2611397625013174,0.2126787686140293,0.8295029410517025,0.17523259804169605,0.28492970645323573,0.5033604107466204,0.26253345431532077,0.8238736565730056,0.34681017489469823,0.7449018947681747,0.29771449930798527,0.23806581648324315,0.8317495780206584,0.8366493468577764,0.5217811010833091,0.0
0.761584077742872,0.08839943968420957,0.2935298097222836,0.28372359274436576,0.8198724295695514,0.1799889784454088,0.25444999091790066,0.46240122099386494,0.2896705274153825,0.7991126857468227,0.309958146079994,0.7405640472299032,0.2735865893944956,0.26224001232167,0.8301502394086875,0.8636508894649008,0.5496597527610506,0.0
0.7444276841327067,0.07496543266134371,0.3051140748396221,0.2405311759319229,0.8231217117940822,0.21452563615437903,0.2538128174574116,0.4689362827296978,0.2660485402099902,0.8013507421964586,0.39311339620789953,0.74256054609689,0.29335362794190445,0.2467936660243229,0.8500722572983151,0.8173647851594092,0.5104253388426657,0.0
0.7555872421053372,0.08074157120378236,0.28282095128659285,0.27324327058687214,0.8280046609148355,0.22576798983588187,0.26630902532431655,0.4814457799064842,0.23330715445790667,0.8103425096283876,0.36791339201583834,0.7518896408026289,0.283167036526928,0.25151166177016016,0.8516551924373428,0.8342900653734016,0.5297658874264302,0.0
0.7745435644207656,0.0982510283834659,0.2687039561582735,0.26859111438164807,0.8258836016849334,0.16227905141030818,0.2472033315612937,0.4931603592024715,0.2679776437487133,0.8173413787376729,0.3534793631496861,0.7440488452522803,0.29265487828286063,0.2563535823573515,0.824720689864458,0.7970781206231975,0.5454034700621588,0.0
0.707700358405316,0.12825983781111633,0.2572471774508837,0.2216285486742652,0.8579792894361322,0.19438691912589318,0.22084146839001478,0.4015523491078511,0.30421886556512057,0.761777475503958,0.45612769780574175,0.8174111036191987,0.2937408867890854,0.13325195602084416,0.8265988875164649,0.8806156225465247,0.5404661821314443,0.0
0.7710139481304449,0.05760263476738093,0.239739043817929,0.28323070630626584,0.8331313062024286,0.20615367064687692,0.24652811789420825,0.454979198254193,0.2672990262983324,0.7973095872644306,0.3932467799729993,0.7371064741920759,0.24591441916224127,0.22515992943365465,0.8642284544483757,0.8528723660279247,0.5472762344496712,0.0
0.7608992268208694,0.08629455402992244,0.28804789409448955,0.23519589641775326,0.8060359027634244,0.20190328815845276,0.2732228328732053,0.492675040917352,0.27779853449130376,0.7940513566734413,0.36234938352881996,0.7386492233165658,0.29440596176576567,0.21701629700181557,0.8149360182537846,0.8276304213171733,0.5512516024904363,0.0
0.7655790414545532,0.10690006029234797,0.28656905173908465,0.25931274336267884,0.8098628351612052,0.19766210563212477,0.24990418622963545,0.48068433225224505,0.2692815042432653,0.784743256174426,0.36502658624260786,0.7453919444900715,0.2798753363258901,0.2425271107719898,0.8324221204113335,0.8331932756532408,0.5236879157324126,0.0
0.739502025578304,0.11318017048010968,0.30046507042349285,0.24584051405461357,0.7677304756497888,0.2513162845769075,0.2517396261979099,0.45838479380666924,0.24741324752762128,0.8336878899793592,0.3867871947774539,0.7352279502581383,0.28562528833946776,0.2622931229679646,0.8212677588098951,0.8573147589232523,0.5451736307964187,0.0
0.7790828968140385,0.1254138415767148,0.27768749851265856,0.2562516591681634,0.8822676740645001,0.19333812344693138,0.2819815904420177,0.5112426491014919,0.2690603817032536,0.760425151642164,0.4004113936412148,0.7362806496607314,0.2658919244744224,0.1987196793533248,0.8545996158306636,0.8066493863106439,0.4773369971414806,0.0
0.7609606878010492,0.12270603244271197,0.25116182614933247,0.2752234634697649,0.7669723097973983,0.22816917994297864,0.23791201110013227,0.4680242190559388,0.27949889057484234,0.8051071973681088,0.36700828789551854,0.6875297773268514,0.293387302624268,0.24391683935003194,0.8036340253958567,0.8677539876985958,0.5230409607621811,0.0
0.7139254776835182,0.03127552451463837,0.25282764857266216,0.2369166753858566,0.801152953642671,0.28929372810984016,0.2089063535704062,0.49227339819863236,0.16664252110195277,0.7912043590696644,0.3493158841962151,0.7401647474565058,0.25147916042281937,0.2784299076671415,0.8301584411451592,0.7617204606516824,0.5119746257450623,0.0
0.7085520319878063,0.14522888472316928,0.3090066598900557,0.2637660155665643,0.8461284351005518,0.2128052432423978,0.2579211597698187,0.4912274536186335,0.31374238461597115,0.7801564267016741,0.4143023600351752,0.7892967695740833,0.26847645634582556,0.23794189164188911,0.8440521827281271,0.8296267364193366,0.5498385166344041,0.0
0.7833061441663873,0.07941727815829497,0.3267102726849318,0.2571596078699264,0.8236000783438049,0.17905058231160087,0.23593392035712146,0.4974278130888668,0.2567537686143242,0.7879777617853837,0.3475056759555755,0.7665094575058828,0.3175152125377578,0.21822899009220897,0.8632442460717782,0.8352211530495094,0.514502857668204,0.0
0.7470880665604857,0.10482972141316049,0.28835386147836645,0.26081734406845763,0.8552986316008944,0.19708250802006694,0.2526525911562225,0.5045653389027791,0.23929271286856935,0.7795316688941786,0.3225248022347497,0.7672626820784278,0.29131630965890914,0.2006051072967832,0.8506955892701602,0.822043895260527,0.49912065199440897,0.0
0.7815413360212269,0.054068170657778816,0.2821325246728699,0.21424389923325896,0.8485563709849929,0.2078372637104735,0.1468057163018452,0.49181318258343293,0.2742224492752518,0.7710697593496191,0.4001350986992224,0.7382317735534685,0.2584245636603033,0.19004494045853965,0.849194671495849,0.822138582142843,0.5396830261148481,0.0
0.7531112426180974,0.09350495951858245,0.2664941917191627,0.23539478041909184,0.8168217145920753,0.2635062343543145,0.23911978765956676,0.48183068751192376,0.22950232178667013,0.7872343790777309,0.3781077226341769,0.7464355688978146,0.2719365299586812,0.2552117034620175,0.8319628231689212,0.8092532755743351,0.5090292781174292,0.0
0.7559999086865439,0.09669724604624497,0.277050066462915,0.2726293243218705,0.8419133939926188,0.21129644945862822,0.29149164209110817,0.5014358727194225,0.2339857719082875,0.8090771773600423,0.3279935366038397,0.7246828062425075,0.2820136786559761,0.24800635911471636,0.8376302230708285,0.8545609487625607,0.5241305691330974,0.0
