@relation relation name
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute class real
@data
0.8986243992639042,0.972621364556684,0.4134778609159103,0.391322135265672,0.8107518749835249,0.938196063731462,0.44578006869402714,0.6372680537359986,0.0
0.8984570153077549,0.9724546011018161,0.41420808557853706,0.38900432951398184,0.8114608737227796,0.9381593139551762,0.44483481478879017,0.6369802196958727,0.0
0.8962317933024754,0.9748677663899049,0.4133071590467248,0.39023313446805247,0.8124334745573984,0.9398865534406058,0.44519451317750863,0.637983277714493,0.0
0.8986736298392424,0.9756034875143222,0.41350631122744125,0.3903729386245036,0.8112699894468264,0.9388024350401766,0.4450941322318197,0.6378088328416894,0.0
0.8968422524366672,0.9734846106760003,0.4130605896801236,0.39002710729012446,0.8119971676409339,0.9356878914999605,0.445796798851642,0.6370674421322745,0.0
0.8975216343763321,0.9730627972313345,0.41395203277475884,0.3903361480570165,0.8113608867210899,0.9370568206666041,0.4474781796919308,0.6370848866195549,0.0
0.8971967125791012,0.9739162337356585,0.41341147685567153,0.3893428027348635,0.8133242678451801,0.9367352601241039,0.4460310210582494,0.6371808312995968,0.0
0.8992151661679608,0.9741418548804799,0.41305110624294666,0.39109403374725166,0.8118880909118178,0.937268131880247,0.4451694179410864,0.6384281121401421,0.0
0.8959462559655149,0.9725232684067617,0.41263383500715994,0.3907187699588828,0.8125879999236463,0.9368730717851754,0.445345084596042,0.6374250541215217,0.0
0.8964976384093009,0.9725723164817228,0.413895132151697,0.39096158770429795,0.8108609517126409,0.9356970789440319,0.44600592582182713,0.6369104417467513,0.0
0.8984865536529577,0.9743282375653323,0.4125864178212751,0.3905127427809548,0.8125516410139408,0.9379939399618904,0.4466584019688049,0.636299884691939,0.0
0.8962613316476783,0.9725821260967151,0.41526074710518074,0.39210209529639944,0.8127334355624677,0.9363126376968179,0.4458135290092568,0.636552829757504,0.0
0.8962219471874079,0.9737788991257673,0.41552628334613595,0.3907629186398674,0.8127516150173204,0.9355960170592461,0.44575497345760495,0.6384891678456232,0.0
0.8964877922942333,0.9737887087407595,0.4166642958073724,0.3892029985784124,0.810651887981835,0.9361105139272464,0.44635725913173824,0.636552829757504,0.0
0.8968619446668025,0.9748971952348815,0.4140373837093516,0.39115289865523106,0.8118699114569651,0.9376356296431045,0.4443663703755753,0.6367883303357889,0.0
0.8979351712091717,0.9725232684067617,0.4134873443530873,0.3914545813086257,0.8107427852560984,0.9372405695480328,0.4460561162946716,0.6369889419395129,0.0
0.8986342453789719,0.9735728972109304,0.41376236403121947,0.3909027227963185,0.8104882728881608,0.9389034969249623,0.44597246550659747,0.6367185523866674,0.0
0.8966157917901122,0.9739162337356585,0.41303213936859273,0.39066726316440076,0.8107246058012458,0.9369649462258898,0.4442743545086938,0.6361690510373363,0.0
0.899461319044651,0.9740437587305575,0.41410376776959035,0.3897695733177144,0.8102246707927969,0.9381225641788904,0.44688425909660495,0.6361952177682569,0.0
0.8974133271105885,0.9740731875755342,0.4133071590467248,0.390431803532483,0.8097883638763324,0.9375805049786758,0.44368043391336787,0.6386200015002259,0.0
0.8973345581900476,0.9729843203113966,0.41229243126878906,0.38956354613978644,0.8127243458350414,0.9364045121375323,0.4461230369251309,0.6371110533504755,0.0
0.8965862534449094,0.9741712837254565,0.4129183381224691,0.39155759489758973,0.8104610037058818,0.9397028045591772,0.4474865447707383,0.6407307844611485,0.0
0.8969800980476138,0.9725821260967151,0.41551679990895896,0.39288205532712694,0.8132515500257693,0.9371946323276756,0.4457466083787975,0.6377739438671288,0.0
0.8984373230776197,0.9730333683863577,0.41576336927556024,0.3908217835478468,0.8096792871472164,0.9388024350401766,0.445386909990079,0.6370325531577138,0.0
0.8962317933024754,0.9731412741512723,0.4135537284133261,0.3897990057717042,0.8109336695320517,0.9376723794193902,0.44578006869402714,0.6369627752085925,0.0
0.8974920960311293,0.9734944202909926,0.4139994499606437,0.39222718322585576,0.8114881429050587,0.9406031740781777,0.4443747354543827,0.6376692769434467,0.0
0.8971277897736278,0.973808327970744,0.4138666818401661,0.39253622399274773,0.8148422523253794,0.9400611148779631,0.44528652904439014,0.6381490003436563,0.0
0.8975314804913997,0.9722485991869793,0.41297523874553094,0.39124119601720025,0.8129879479304054,0.9364871991341752,0.4470599257515605,0.6377128881616475,0.0
0.8967142529407882,0.9729843203113966,0.41583923677297596,0.3889822551734895,0.8141968816781091,0.9370935704428899,0.4458971797973309,0.6368144970667095,0.0
0.8968324063215996,0.9755838682843377,0.4139709996491128,0.390277283149037,0.8095793001455265,0.9390872458063911,0.4486158304097383,0.6366923856557469,0.0
0.8966256379051798,0.9741222356504954,0.4138571984029891,0.39074084429937506,0.8107427852560984,0.9368914466733184,0.445077402074205,0.6377041659180073,0.0
0.8965173306394361,0.9738475664307128,0.4160383889536924,0.3901889857870679,0.8116426682713065,0.9367444475681753,0.4449686560497086,0.6370325531577138,0.0
0.8989394749460677,0.9734061337560626,0.4135632118505031,0.3897990057717042,0.8135696904856914,0.9370384457784612,0.44475116400071607,0.6377477771362083,0.0
