@relation relation name
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute f8 real
@attribute f9 real
@attribute f10 real
@attribute f11 real
@attribute f12 real
@attribute f13 real
@attribute f14 real
@attribute f15 real
@attribute f16 real
@attribute f17 real
@attribute f18 real
@attribute f19 real
@attribute f20 real
@attribute class real
@data
0.3018052061627493,0.6146390365201967,0.6324701814812511,0.23044465656370547,0.5265939637544952,0.09589805514389738,0.4912919899944176,0.5272401214706938,0.3704988630457072,0.675208892202328,0.7836095348656665,0.04741180722786635,0.7476134279004008,0.7582889312519016,0.7232162516955463,0.05406485976332328,0.007737765466297328,0.4246203372609147,0.5939496631669552,0.6176988632715295,0.27230301225299575,0.0
0.3050442124356248,0.6166421887533928,0.6323146635410288,0.23036026727026895,0.5283674714919392,0.09400442761219971,0.494232301667455,0.5303035648671232,0.3731785213037583,0.6746736924930259,0.7833748282579533,0.04850569807393343,0.7461431203237402,0.7558234411357259,0.7239978418028006,0.052324335337835697,0.010761113309589766,0.42369272551818,0.593696503693073,0.613539980104535,0.26927766004093245,0.0
0.30305582247366514,0.617926027230123,0.6317253323991343,0.2279973670540448,0.5282211140572958,0.09662989187112353,0.49242550145097985,0.5315341053325429,0.372171273873427,0.6735751246686691,0.7835282902706889,0.04870775434486302,0.7448091326548496,0.7566700811378843,0.7202915919393689,0.05429455901108226,0.008462384030251069,0.4235137127257224,0.5938187186114988,0.6175605631187079,0.2702355552004248,0.0
0.3047203118083372,0.6157043492987601,0.6321264049818126,0.2282974178751526,0.5257330376683572,0.09416909087582559,0.493652761975378,0.530381011469842,0.3702993140264906,0.6742605558753191,0.7822374039282665,0.04861282273481421,0.7475452679465158,0.7593216459798091,0.7218547721538775,0.05383131617668966,0.010672294772017768,0.4244169136331219,0.5949623010624842,0.6144784454272536,0.26910204592835885,0.0
0.30274991632567133,0.6183630786264567,0.6307594841388071,0.22928195963191264,0.5294694568821957,0.09467222862579358,0.494845931929654,0.5295635195522554,0.370517867714204,0.676767543987313,0.7814791210418085,0.04614372994134272,0.7470486739967828,0.7594612020241209,0.7208714813737833,0.054407005923165115,0.007009629336499144,0.42484817172404243,0.5924743545088139,0.6143401452744318,0.27144090660945264,0.0
0.3011843966271148,0.6164327682926496,0.6303174857823862,0.22953512751222235,0.5295297217082253,0.09582487147117477,0.49243402409351034,0.5294258367029777,0.37104049609786643,0.6756220288200349,0.7840338121949942,0.04814077748117697,0.744185955933616,0.759991514992506,0.7255274052385027,0.05139016099130122,0.006596315349777955,0.4229848112934613,0.5936179369597991,0.6191312577114683,0.271959766487511,0.0
0.3023540377812088,0.6177712381939214,0.6304566334131113,0.2295726338648609,0.5256986006249117,0.0952576980075745,0.49504195270785656,0.5287288172785092,0.3728554419393124,0.6750398817678115,0.7839164588911377,0.046871829262451065,0.7490253126594456,0.7601961971908299,0.7231574223326346,0.05210520802198194,0.007914523149980215,0.42620704155769773,0.593591748048708,0.6156046038145158,0.26816011568819137,0.0
0.30327175622519015,0.61484845698094,0.6301128569136728,0.22952575092406277,0.5272224397973758,0.09566020820754886,0.4917010768358837,0.5273950146761311,0.37140158479930596,0.6783449747094664,0.7854962149045918,0.04581625943328442,0.7447701841097725,0.7596565804861575,0.7229473174650932,0.054614600222395,0.00893989359363321,0.4225942379280994,0.5918720095537148,0.6184496355297043,0.27150476628675213,0.0
0.3042794470656403,0.614921298880329,0.6303829670203744,0.22985393150964942,0.5269985990149799,0.09626397350751048,0.4915306239852728,0.53049287878488,0.3725228602406181,0.678636048235578,0.784042839372214,0.048762623073606834,0.7476815878542856,0.7585587396042377,0.7214429666134962,0.050741428806207835,0.010743525480367583,0.423635766902398,0.5916450389909238,0.6159997471082919,0.26946125661316844,0.0
0.3014183248579336,0.6183721838638803,0.6311769270309824,0.22930071280823192,0.5284191270571075,0.097874014307408,0.49368685254550027,0.5280490082102005,0.3715726268157773,0.6759131023461464,0.7837178609923035,0.048511794599349414,0.7443417501139243,0.7586238657582499,0.7230313594121097,0.05535847979463542,0.006070439256034822,0.4247912131082605,0.5921426283016579,0.6149921317091626,0.268208010446166,0.0
0.3010404407927648,0.6154494026508989,0.6317253323991343,0.22978829539253212,0.5283588622310779,0.09500155515304534,0.49429196016516874,0.5297098075796131,0.3722282878789175,0.6739976507549602,0.7846115515370574,0.04730816629579471,0.7473115766760532,0.760521827960891,0.7248130486888615,0.053188350499908214,0.010186870685485648,0.4271672010808792,0.5925703805161485,0.6163652546550349,0.27096195902970643,0.0
0.30229105710368065,0.6143840898723355,0.631078705174,0.228681857989697,0.5282727696224641,0.09365680516676728,0.49367832990296967,0.5281608755252386,0.372171273873427,0.6746736924930259,0.7811812241935572,0.047900400193346945,0.7481976560765572,0.761545238952511,0.7242415634491487,0.056142724925059416,0.008560875873895264,0.4237496841339619,0.5916188500798325,0.6166714907077114,0.27155266104472675,0.0
0.3032897507044839,0.6182629210147969,0.6326256994214733,0.23031338432947082,0.5256813821031889,0.09677625921656877,0.4941726431697412,0.5270680179090966,0.37508849048768833,0.6788989533559369,0.7819936701433334,0.04715923688920437,0.7439133161180763,0.7571073567433947,0.721669879870441,0.05267320909070814,0.010719781910917645,0.4253770731563035,0.593408425671069,0.6136288873456348,0.2716245031816887,0.0
0.3032177727873089,0.6176437648699908,0.6313570004354502,0.231269796321752,0.5260257525376442,0.09560532045300693,0.49512717913316195,0.5289697622647451,0.373615628679185,0.680044468523215,0.7855684323223496,0.04974590552998401,0.7454128351035446,0.7599543000473561,0.7227708293763584,0.05288753098296862,0.008754341995339227,0.4238066427497439,0.5930505105528217,0.6150909175326066,0.2722950297933333,0.0
