@relation relation name
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute f8 real
@attribute f9 real
@attribute f10 real
@attribute f11 real
@attribute f12 real
@attribute f13 real
@attribute f14 real
@attribute f15 real
@attribute class real
@data
0.43280895930955043,0.7576202576904905,0.5337608942413442,0.564714538227562,0.4892634689620876,0.3937626271025272,0.3867419049201217,0.723696746971553,0.5096485284152844,0.6318079556280904,0.32219767049923226,0.006702089278676122,0.4738873866832711,0.6880433354712578,0.29205923464483874,0.23254160943040603,2.0
0.027994901615804656,0.8101416148433809,0.3208101414199188,0.6835111394245005,0.1311942557233474,0.4745846115009932,0.5698293630002318,0.29116219881567923,0.2582606975559867,0.859004972617478,0.61113815961949,0.3295891755332923,0.620096949116827,0.6451483281688292,0.37009555834673,0.43142031115228574,5.0
0.024434938887446533,0.8112270306853444,0.2987347939604815,0.6683923876860683,0.12379746201428915,0.47812382470404935,0.5678394803667957,0.2875134675082527,0.2812488162928607,0.8517732620799894,0.5846597505711398,0.3422208801462785,0.61748883997005,0.6512066394145694,0.3975788609172883,0.4274989617608536,5.0
0.015652241129710528,0.3304855001213112,0.607789658392604,0.04176992579698703,0.5260685549509325,0.18093225434235877,0.46054099249503894,0.6552727857120602,0.7899251265777502,0.8634093176157938,0.2817029324744392,0.07854392172732197,0.32944822946524266,0.4624021513186873,0.7218402471607046,0.33096668050985534,0.0
0.01796113364269804,0.3329059774488897,0.6080279768177959,0.04420687118105715,0.5293063292226122,0.18179360502551217,0.4596373301982033,0.6580441816264649,0.7901860682404536,0.864519735104776,0.2805512902138497,0.0791935020896298,0.326166502724265,0.4617375916667311,0.724051764630275,0.3320847842059867,0.0
0.015702653629994092,0.334809924531675,0.6068010782584748,0.04406869386546555,0.5250399802513658,0.1826634839332513,0.4600754694936387,0.6591756983015771,0.7903796701192335,0.8641838104862603,0.2808602674057152,0.07900916171654243,0.3265983088743936,0.46033119798468425,0.7237398839614894,0.331853177011788,0.0
0.13941660974255177,0.3821685331562616,0.45811686076378405,0.7902217117836539,0.8293997059170772,0.4566241705235563,0.46611814060985335,0.3770180763888547,0.11380002609416628,0.8389241454217674,0.7278753604733907,0.4285448434291874,0.445837259170915,0.37065428215966434,0.025758507962880525,0.6866514391591861,3.0
0.14818838479189297,0.380738338164498,0.4644808453772404,0.7913881436685182,0.8367786113704908,0.4794201148410723,0.4619101777932749,0.3779118105742693,0.1170912580334258,0.8213067654285046,0.7399348339013522,0.43227554145595537,0.42043842142034865,0.36900061046758725,0.024937222201745213,0.6960195508417725,3.0
0.01650001134281256,0.3333024734711599,0.6058654577743884,0.04393679733694629,0.5257376222215068,0.18221148803021037,0.4582042495860496,0.658273764719966,0.7934520477607417,0.8607779081040882,0.28155312535111043,0.07863170285736357,0.3297159492783224,0.4617144093532907,0.7207722921433479,0.33341053573139956,0.0
0.17428525577202122,0.3832667185963658,0.44461215000291276,0.790661366878718,0.8164307205747139,0.4695785436692004,0.46921249938386667,0.3789695326836131,0.12985214708692305,0.8416955235245211,0.7298134901314559,0.42717545780053845,0.4268118801962473,0.3702679102689921,0.00898310835395999,0.6978404625754722,3.0
0.14716333061946038,0.38286447625493225,0.4603235128488938,0.7757130936465354,0.8307502692182475,0.47032049920815444,0.4613077362620511,0.3705815503746304,0.13485212604324054,0.837981690242043,0.7221546009512754,0.45016533575843337,0.4403619571872839,0.36742421315364465,0.023206757036453175,0.6837603424591893,3.0
0.16441280779982206,0.39077524230312477,0.44605088716240426,0.7888578837336588,0.8195522211847034,0.47814088115322073,0.46697616339674786,0.39426140659001874,0.1327477577956322,0.8375991094265114,0.7289614621175238,0.4523247515574567,0.4285045603047516,0.3592485839470207,0.022093437558182286,0.6838322205539407,3.0
0.02219410324984183,0.8205935309215819,0.3257971751322667,0.6787826040143202,0.11102524748401682,0.47515600254823354,0.5833660416487911,0.2863655520407477,0.27670338087802665,0.8710889276446366,0.579257331186098,0.32795644651451855,0.602876519849697,0.6519175636934063,0.3886477326747925,0.44921413283071915,5.0
0.48841394712232844,0.39975865459513993,0.12651883863018099,0.6859337287238338,0.6816695466758255,0.42995641224414266,0.5828001117255204,0.6687443936628505,0.4541437115163657,0.4337337368161252,0.40145500168533016,0.7153609077271095,0.6632862002526931,0.37447163643950576,0.4482452932009069,0.11853496469986904,1.0
0.14775147645610204,0.38313902261495836,0.44616563307083,0.7768256902136366,0.8300794596315735,0.4547991304622213,0.4622387822648515,0.38998952117166086,0.1307023118589568,0.836740635401416,0.7398786562301038,0.44454734343577096,0.4196093536121017,0.37281796474742873,0.004448552448405016,0.6823068076542186,3.0
