@relation relation name
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute f8 real
@attribute f9 real
@attribute f10 real
@attribute f11 real
@attribute f12 real
@attribute f13 real
@attribute f14 real
@attribute f15 real
@attribute f16 real
@attribute f17 real
@attribute f18 real
@attribute f19 real
@attribute f20 real
@attribute class real
@data
0.17289803131235915,0.5013940941104049,0.05042786306550494,0.6065746293991174,0.3606400990599414,0.7000380281408243,0.5876120162426274,0.3967437303814087,0.858317670531764,0.7083580618792202,0.6725123923819463,0.23783922523317017,0.5305407603704773,0.5669576786423338,0.9124424907524105,0.23842943016676882,0.21767485312876161,0.4137511978358748,0.8649423574829324,0.3461428915447625,0.710321846420881,-1.0
0.3870064630138891,0.5963735448011153,0.176598248256727,0.7616781713251105,0.2126819468310927,0.36119395018980716,0.43624140032796455,0.8040839992269191,0.7721886476014226,0.7719617482055474,0.6540829637359771,0.2743830242446688,0.35514948967543875,0.5718359538162449,0.5717315791091574,0.5051164696800814,0.22985573381721497,0.6765486201686586,0.37414330836925647,0.48230633167942244,0.49945553836203005,0.0
0.4977662394392765,0.49100175619647674,0.2592726556812615,0.584004752744144,0.49396037602345094,0.4545497001114158,0.38864605006277214,0.41146558790795,0.5349969638261574,0.5933731229633943,0.46563527263240284,0.4339540234973996,0.2751734972319156,0.6357588915073664,0.5492350885821728,0.41584100700743487,0.3830150374589031,0.4390222803771598,0.3724084043518279,0.3012073671767753,0.4657316663801078,1.0
0.44785906460035546,0.38470660655767386,0.2656963248188049,0.6224963222813173,0.5578881532396645,0.41735550974387714,0.3229772099459058,0.40958620184073197,0.42096984067316306,0.5534808461081935,0.4733733368118967,0.43890191507934284,0.4097486421955763,0.5748010787898166,0.3756775588413103,0.4622451701338778,0.4588191612319817,0.4166570783806686,0.26045809412185383,0.30803448642582887,0.33201516305193257,1.0
0.5277184866024006,0.5253290605254105,0.25515198410336476,0.5343385764399684,0.6350955220863238,0.4199774499796516,0.3414823259767515,0.48017647568460964,0.497805280050892,0.5426861359640773,0.5092564570832246,0.3782109692423025,0.3078969118148663,0.6505277922452959,0.6101103562755525,0.40726498066640404,0.41289831899055596,0.4883970541426015,0.30038479111623195,0.31929892758608464,0.6080121828408616,1.0
0.41849255909537664,0.5437510184129053,0.2022013543273919,0.7857361095394366,0.20030577175780856,0.36230810799991997,0.4693601455679157,0.8894694399829388,0.7990862562530722,0.7542019864954146,0.6865327419775633,0.291344659836941,0.3750655944166032,0.5416277762594046,0.5426003914215158,0.5524480094963372,0.2099974248875634,0.651689064062908,0.3225126972460054,0.5010824376177326,0.43598686742154424,0.0
0.5238317432267416,0.4762189270906885,0.33316545412090054,0.565865112594772,0.587081774992419,0.47429764692539145,0.5183325888809424,0.469173403354904,0.6918138970014168,0.5960550037512737,0.3789157318027655,0.4494378728493573,0.24765663946684857,0.643808561218228,0.5477903128298136,0.42492046640864983,0.31589443236736675,0.6148868428279761,0.354398511425866,0.12508358178668827,0.4800514168283676,1.0
0.40361074984860074,0.6245360563431283,0.21320812596435162,0.7952246237410887,0.228943444860002,0.3789204010968117,0.49552491347676414,0.8808922418676566,0.7927652314721104,0.8007849680301893,0.6854474302113227,0.29701050424818676,0.41638187757458084,0.5840780524027827,0.5599428237680981,0.5513174931506607,0.21814795518106633,0.645062648600936,0.39631961964547036,0.5252493395969249,0.47867593479560167,0.0
0.44927377962214704,0.4314630746111926,0.24562407571047246,0.5736335860586173,0.5162299100374003,0.4058736798564271,0.31672205595251,0.47525141787016234,0.728780036434086,0.471445528145751,0.3509193842942865,0.47956795991908674,0.24267146380500088,0.6709226953243848,0.479259782976238,0.5862133531644741,0.5121718977380931,0.24357241899438054,0.3987498096240821,0.2597251305220515,0.3245564479813982,1.0
0.3581760600434839,0.576856227255445,0.16183250843593044,0.7734072649089059,0.23963282118669765,0.3726757800772572,0.40542466137693023,0.8571599944018287,0.8034525633982013,0.7729639541784712,0.675830941821028,0.2673291376967714,0.32964966022092196,0.579039918317253,0.558907913477401,0.47896444702736024,0.17887449620620066,0.5536365919228279,0.335347013912341,0.4949581999386353,0.438917954134224,0.0
0.22181242367984752,0.20128365288867162,0.2996186089528458,0.7231866017879371,0.3426349438997271,0.9384878143159271,0.29857320279971095,0.6732200814400628,0.8802475204580283,0.6859232052674602,0.857839812157579,0.1418668807761549,0.6289979796919686,0.8215407305036588,0.605422520057791,0.21470625122546205,0.20390698454333678,0.24565524666810562,0.880020130184019,0.16718313182024322,0.8166433325964678,-1.0
0.5241146862310999,0.49456846450491554,0.3001909244497759,0.6052845988457622,0.5259969170120288,0.4534889151305299,0.43898873521443965,0.25003832081520033,0.5606627533759361,0.5124799838751218,0.5285677015392642,0.3862221262292699,0.1282748012489177,0.6297564472130404,0.5673357720328303,0.34764790774986615,0.49551750777025205,0.3739339155732521,0.38483746862935964,0.26676005823526605,0.5590188228166268,1.0
0.17615435781865835,0.3881194213604186,0.09586055647380397,0.539849496435442,0.17667163651066414,0.7391669835678402,0.2161531562054594,0.7629574339049243,0.3916045455859815,0.7472425338454476,0.8128567701539264,0.16905336124574388,0.4916596699288956,0.7715925557314578,0.7444027747891754,0.5215707818050459,0.60603774036878,0.3386350256028232,0.3697795612414496,0.1973153591235861,0.398128361948272,2.0
0.18033893593574712,0.3834030380388536,0.1320858381674916,0.5421466561050131,0.16080814717477004,0.7690624395385919,0.2465656738140947,0.7887690021259721,0.40502559060810217,0.7160509725317179,0.8128672058439865,0.1438412510567368,0.5137321911158923,0.7498620572294905,0.7486961155000871,0.5223568439516492,0.6472634938885994,0.2853045589570408,0.419336895846163,0.18369779270738976,0.40371216400985754,2.0
