@relation relation name
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute f7 real
@attribute f8 real
@attribute f9 real
@attribute f10 real
@attribute f11 real
@attribute f12 real
@attribute f13 real
@attribute f14 real
@attribute f15 real
@attribute f16 real
@attribute f17 real
@attribute f18 real
@attribute f19 real
@attribute f20 real
@attribute class real
@data
0.020707300364203467,0.7488480073164726,0.4248464432221224,0.05102620275584107,0.8999366900118138,0.6748408008250528,0.013580699869340743,0.5602722255695174,0.18545867651235443,0.5417662297526614,0.9010903059459799,0.006802556384606008,0.810472017824711,0.1798333492209571,0.8135419653463318,0.44607652314600976,0.2707812269436477,0.5596697284161941,0.25774436730922345,0.7284326753200383,0.7090494109617441,0.0
0.06001977567660029,0.38850168087918274,0.13366382460628895,0.5816650471599555,0.15004861654856033,0.24889092605628038,0.23548428158004095,0.3946478680202595,0.28177601060304835,0.3200543249087525,0.33740527623180205,0.7846130964991089,0.14196109269973223,0.13495719695991062,0.3267794481082483,0.3654005132392592,0.0545974424675854,0.558580795035992,0.8143162615070394,0.3690263862152362,0.32039974974359725,1.0
0.06742072453369756,0.3941129865713917,0.13676713942258947,0.5769770765952683,0.1492301229318244,0.24353790495522776,0.23423010254317553,0.39471906602457935,0.2795891318754142,0.3143295444284854,0.33811275665817686,0.7832122904303327,0.13948023741317006,0.12979535255824895,0.324663089337648,0.3639227759843208,0.04711082733268804,0.5545498311198055,0.8155855752698624,0.36847060329394016,0.31816138602417066,1.0
0.6749469136550279,0.6667219422152764,0.543107423181938,0.6612491324683356,0.8078117819690787,0.668562869350271,0.4107698412995541,0.17867762166626472,0.2725930133484806,0.2751031624059716,0.7869403043738012,0.7062457792070227,0.2677451365874665,0.9002643284835993,0.7121342454156938,0.42555708583457963,0.16891797205256875,0.22315110574498329,0.805182528206726,0.3944745072479146,0.2945851779957838,2.0
0.3101547843401894,0.42590480210516085,0.3418856692977251,0.6660999393049222,0.5712572653635195,0.16924386530685742,0.7763536710007598,0.6811041386509936,0.05463504686168701,0.5428367171595407,0.057331462440650266,0.21533242770932753,0.4124772978336984,0.5573143798436837,0.29103824465107386,0.6864917082051573,0.40545120614594776,0.5474144518653237,0.04713858509683623,0.20628304171571876,0.6248539100728202,3.0
0.3106837282354517,0.42743744231661496,0.33495610837269046,0.6697594702576121,0.5717207497007074,0.16958927431368376,0.7712433594027861,0.6881438413281276,0.053494272460475244,0.5432462949499989,0.05834748294186083,0.2116574735165507,0.40633601078469916,0.5587932651917608,0.29048321249607445,0.691034694737482,0.40144201098259624,0.5429440937781784,0.04617550437469432,0.20582831023465825,0.6212211558396524,3.0
0.023413445583190504,0.7464024830446442,0.4268829935703196,0.0516655493812993,0.9039897126199881,0.6770507636649368,0.016041324263310206,0.5605125188340971,0.185818422796554,0.5451080121793541,0.895518897588278,0.006288062797617247,0.811894998970211,0.17671521746296331,0.8130640778820027,0.4459667483785001,0.2750873995265066,0.5576351423637114,0.26243994059966647,0.7280537324191546,0.7087191605769106,0.0
0.6802022271950531,0.6617387677572699,0.5480797798762377,0.6695280713449128,0.8084724936837931,0.6684728338271644,0.41777078099787723,0.180680065537763,0.29486888194641675,0.2755220487825765,0.8017973933276735,0.7144776765988428,0.275880469583778,0.913378299762933,0.7221903630579336,0.44957242728054975,0.19043955442250424,0.2378803625192951,0.825189753531222,0.4063733143356626,0.3312704915776978,2.0
0.019376409272898364,0.7501712704498591,0.42661850651211214,0.047629780937220444,0.9024710618130322,0.6780493394666622,0.0129030688076314,0.5604769198319371,0.18577108775915932,0.5429111858487149,0.896088812376191,0.006072753716675733,0.811314572450336,0.17934335708755808,0.8158836139215445,0.44544320717960756,0.27448416414313204,0.554062676712873,0.2627506118003574,0.7234811547484913,0.7081962641342577,0.0
0.8734800327945214,0.45977363825335965,0.45724610785253256,0.2028221754206018,0.5280940537917949,0.5362843158118749,0.756773502753578,0.2131908542603551,0.1368550601154975,0.16790548433970004,0.3347227462817973,0.30394638198597984,0.5356026137916831,0.8514165672576567,0.41654036783680826,0.11838195370375845,0.5793871685337577,0.07286874722990633,0.40077738810732894,0.10428003375118104,0.43413431283151177,-1.0
